region;spp_name;latin_name;rfmo;rfmo_stock_id;x3a_code;worms_aphia_id;fides_area;area;area_bis;tac_area_description;comments;latin_name_join;area_rdb;include_in_table_2.1;comments_dev;area_rdbes
Baltic Sea;European Eel;Anguilla anguilla;ICES;NA;ELE;126281;NoTAC;22-32;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;;;Anguilla anguilla;27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32;yes;;27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32
Baltic Sea;Herring;Clupea harengus;ICES;NA;HER;126417;3BC+24;22-24;27_3_C_22,27_3_B_23,27_3_D_24;;FIDES match (no entries in TAC reg 2021);Clupea harengus;27.3.c.22,27.3.b.23,27.3.d.24;yes;;27.3.c.22,27.3.b.23,27.3.d.24
Baltic Sea;Herring;Clupea harengus;ICES;NA;HER;126417;3D-R30;25-27, 28.2, 29, 32;27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28_2,27_3_D_29,27_3_D_32;;FIDES match (no entries in TAC reg 2021);Clupea harengus;27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28.2,27.3.d.29,27.3.d.32;yes;;27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28.2,27.3.d.29,27.3.d.32
Baltic Sea;Herring;Clupea harengus;ICES;NA;HER;126417;03D.RG;28.1;27_3_D_28_1;;FIDES match (no entries in TAC reg 2021);Clupea harengus;27.3.d.28.1;yes;;27.3.d.28.1
Baltic Sea;Herring;Clupea harengus;ICES;NA;HER;126417;30/31.;30-31;27_3_D_30,27_3_D_31;;FIDES match;Clupea harengus;27.3.d.30,27.3.d.31;yes;;27.3.d.30,27.3.d.31
Baltic Sea;Vendace;Coregonus albula;ICES;NA;FVE;127178;NoTAC;22-32;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;;;Coregonus albula;27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32;yes;;27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32
Baltic Sea;Common Whitefish/houting;Coregonus lavaretus;ICES;NA;PLN;127180;NoTAC;3d;27_3_D;;;Coregonus lavaretus;27.3.d,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32,27.3.d.28.1,27.3.d.28.2;yes;;27.3.d,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32
Baltic Sea;Cod;Gadus morhua;ICES;NA;COD;126436;3BC+24;22-24;27_3_C_22,27_3_B_23,27_3_D_24;IIIb)c)d) (1) - Sub Divisions 22 to 24;FIDES match;Gadus morhua;27.3.c.22,27.3.b.23,27.3.d.24;yes;;27.3.c.22,27.3.b.23,27.3.d.24
Baltic Sea;Cod;Gadus morhua;ICES;NA;COD;126436;3DX32.;25-32;27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;IIId) (1) - Sub Divisions 25-32;FIDES match;Gadus morhua;27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32;yes;;27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32
Baltic Sea;Dab;Limanda limanda;ICES;NA;DAB;127139;NoTAC;22-32;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;;;Limanda limanda;27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32;yes;;27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32
Baltic Sea;Perch;Perca fluviatilis;ICES;NA;FPE;151353;NoTAC;3d;27_3_D;;;Perca fluviatilis;27.3.d,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32,27.3.d.28.1,27.3.d.28.2;yes;;27.3.d,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32
Baltic Sea;Flounder;Platichthys flesus;ICES;NA;FLE;127141;NoTAC;22-32;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;;;Platichthys flesus;27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32;yes;;27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32
Baltic Sea;Plaice;Pleuronectes platessa;ICES;NA;PLE;127143;3BCD-C;21-23;27_3_A_21,27_3_C_22,27_3_B_23;;No FIDES match;Pleuronectes platessa;27.3.a.21,27.3.c.22,27.3.b.23;yes;;27.3.a.21,27.3.c.22,27.3.b.23
Baltic Sea;Plaice;Pleuronectes platessa;ICES;NA;PLE;127143;3BCD-C;24-32;27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;;No FIDES match;Pleuronectes platessa;27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32;yes;;27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32
Baltic Sea;Salmon;Salmo salar;ICES;NA;SAL;127186;3BCD-F;22-31;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31;;FIDES match;Salmo salar;27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31;yes;;27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31
Baltic Sea;Salmon;Salmo salar;ICES;NA;SAL;127186;3D32.;32;27_3_D_32;;No FIDES match;Salmo salar;27.3.d.32;yes;;27.3.d.32
Baltic Sea;Sea trout;Salmo trutta;ICES;NA;TRS;127187;NoTAC;22-32;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;;;Salmo trutta;27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32;yes;;27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32
Baltic Sea;Pike-perch;Sander lucioperca;ICES;NA;FPP;151308;NoTAC;3d;27_3_D;;;Sander lucioperca;27.3.d,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32,27.3.d.28.1,27.3.d.28.2;yes;;27.3.d,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32
Baltic Sea;Turbot;Scophthalmus maximus;ICES;NA;TUR;127149;NoTAC;22-32;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;;;Scophthalmus maximus;27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32;yes;;27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32
Baltic Sea;Brill;Scophthalmus rhombus;ICES;NA;BLL;127150;NoTAC;22-32;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;;;Scophthalmus rhombus;27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32;yes;;27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32
Baltic Sea;Sole;Solea solea;ICES;NA;SOL;127160;NoTAC;20-24;27_3_A_20,27_3_A_21,27_3_C_22,27_3_B_23,27_3_D_24;;No FIDES match;Solea solea;27.3.a.20,27.3.a.21,27.3.c.22,27.3.b.23,27.3.d.24;yes;;27.3.a.20,27.3.a.21,27.3.c.22,27.3.b.23,27.3.d.24
Baltic Sea;Sprat;Sprattus sprattus;ICES;NA;SPR;126425;3BCD-C;22-32;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;;FIDES match;Sprattus sprattus;27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32;yes;;27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32
North Sea and Eastern Arctic;European Eel;Anguilla anguilla;ICES;NA;ELE;126281;NoTAC;1, 2;27_1,27_2;;;Anguilla anguilla;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2
North Sea and Eastern Arctic;Greater silver smelt;Argentina silus;ICES;NA;ARU;126715;1/2.;1, 2, 5a, 14;27_1,27_2,27_5_A,27_14;;FIDES match (area >);Argentina silus;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1,27.5.a,27.5.a.1,27.5.a.2,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2,27.5.a,27.5.a.1,27.5.a.2,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2
North Sea and Eastern Arctic;Tusk;Brosme brosme;ICES;NA;USK;126447;1214EI;1, 2;27_1,27_2;EC and International Waters of I-II and XIV;FIDES match (area <);Brosme brosme;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2
North Sea and Eastern Arctic;Herring;Clupea harengus;ICES;NA;HER;126417;1/2-;1, 2;27_1,27_2;;FIDES match;Clupea harengus;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2
North Sea and Eastern Arctic;Cod;Gadus morhua;ICES;NA;COD;126436;1/2B.,1N2AB.;1, 2;27_1,27_2;I-IIb);FIDES match;Gadus morhua;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2
North Sea and Eastern Arctic;Tope;Galeorhinus galeus;ICES;NA;GAG;105820;NoTAC;1, 2;27_1,27_2;;;Galeorhinus galeus;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2
North Sea and Eastern Arctic;American plaice;Hippoglossoides platessoides;ICES;NA;PLA;127137;NoTAC;1, 2;27_1,27_2;;;Hippoglossoides platessoides;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2
North Sea and Eastern Arctic;Capelin;Mallotus villosus;ICES;NA;CAP;126735;02B.;1, 2;27_1,27_2;ICES division IIb - Spitzbergen and Bear Island;FIDES match (area >);Mallotus villosus;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2
North Sea and Eastern Arctic;Haddock;Melanogrammus aeglefinus;ICES;NA;HAD;126437;1N2AB.;1, 2;27_1,27_2;I-II (Norwegian waters);FIDES match;Melanogrammus aeglefinus;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2
North Sea and Eastern Arctic;Blue whiting;Micromesistius poutassou;ICES;NA;WHB;126439;1X14;1, 2;27_1,27_2;;FIDES match (area <);Micromesistius poutassou;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2
North Sea and Eastern Arctic;Blue ling;Molva dypterygia;ICES;NA;BLI;126459;24-;2;27_2;;FIDES match (area <);Molva dypterygia;27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1;yes;;27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2
North Sea and Eastern Arctic;Ling;Molva molva;ICES;NA;LIN;126461;1/2.;1, 2;27_1,27_2;;FIDES match;Molva molva;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2
North Sea and Eastern Arctic;Smooth-hound;Mustelus spp.;ICES;NA;CTU, CTN, CTI, CTD, CTF, CTE, CTK, CTJ, MTL, MUU, MTZ, SDP, SMD, MTR, SDS, MTE, MTM, MUP, MPT, MUW, SDV;108006000701, 108006000702, 108006000703, 108006000704, 108006000705, 108006000706, 108006000707, 108006000708, 108006000709, 108006000710, 108006000711, 108006000712, 108006000713, 108006000714, 108006000715, 108006000716, 108006000717, 108006000718, 108006000720, 108006000721;NoTAC;1, 2, 14;27_1,27_2,27_14;;;Mustelus antarcticus,Mustelus californicus,Mustelus canis,Mustelus dorsalis,Mustelus fasciatus,Mustelus griseus,Mustelus henlei,Mustelus higmani,Mustelus lenticulatus,Mustelus lunulatus,Mustelus manazo,Mustelus schmitti,Mustelus mustelus,Mustelus norrisi,Mustelus asterias,Mustelus mento,Mustelus mosis,Mustelus palumbes,Mustelus punctulatus,Mustelus whitneyi,Mustelus,Mustelus spp;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2
North Sea and Eastern Arctic;Northern shrimp;Pandalus borealis;ICES;NA;PRA;107649;2AC4-C;1, 2;27_1,27_2;EC waters of IIa) and IV;FIDES match but difference with area;Pandalus borealis;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2
North Sea and Eastern Arctic;Saithe;Pollachius virens;ICES;NA;POK;126441;1/2INT,1N2AB.;1, 2;27_1,27_2;I-II (International waters);FIDES match;Pollachius virens;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2
North Sea and Eastern Arctic;Greenland halibut;Reinhardtius hippoglossoides;ICES;NA;GHL;127144;1/2INT;1, 2;27_1,27_2;I-II (International waters);FIDES match;Reinhardtius hippoglossoides;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2
North Sea and Eastern Arctic;Salmon;Salmo salar;ICES;NA;SAL;127186;NoTAC;1, 2;27_1,27_2;;;Salmo salar;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2
North Sea and Eastern Arctic;Sea trout;Salmo trutta;ICES;NA;TRS;127187;NoTAC;1, 2;27_1,27_2;;;Salmo trutta;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2
North Sea and Eastern Arctic;Mackerel;Scomber scombrus;ICES;NA;MAC;127023;2A34.;2;27_2;IIa;FIDES match (area <);Scomber scombrus;27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1;yes;;27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2
North Sea and Eastern Arctic;Beaked redfish;Sebastes mentella;ICES;NA;REB;127254;1N2AB.;1, 2;27_1,27_2;;FIDES match;Sebastes mentella;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2
North Sea and Eastern Arctic;Golden Redfish;Sebastes norvegicus;ICES;NA;REG;151324;NoTAC;1, 2;27_1,27_2;NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures;;Sebastes norvegicus;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2
North Sea and Eastern Arctic;Picked dogfish;Squalus acanthias;ICES;NA;DGS;105923;15X14;all areas;27_4,27_7_D;;FIDES match;Squalus acanthias;27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w,27.7.d;yes;;27.4,27.4.a,27.4.b,27.4.c,27.7.d
North Sea and Eastern Arctic;Horse mackerel;Trachurus trachurus;ICES;NA;JAX;126822;2A-14;2a;27_2_A;NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures;FIDES match (area <);Trachurus trachurus;27.2.a,27.2.a.2,27.2.a.1;yes;;27.2.a,27.2.a.1,27.2.a.2
North Sea and Eastern Arctic;Sand eel;Ammodytidae;ICES;NA;SAN;125516,125909,125910,125911,126751,126752,126754,126755,126756,151520;2A3A4.;3a, 4;27_3_A,27_4;IIIa,   EC waters of IIa and IV;FIDES match;Ammodytidae,Ammodytes,Gymnammodytes,Hyperoplus,Ammodytes marinus,Ammodytes tobianus,Gymnammodytes semisquamatus,Hyperoplus immaculatus,Hyperoplus lanceolatus,Ammodytes dubius;27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w;yes;;27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c
North Sea and Eastern Arctic;Catfish;Anarhichas spp.;ICES;NA;CAA, CAB, CAS, CAT;171002000101, 171002000102, 171002000103;NoTAC;4;27_4;;;Anarhichas lupus,Anarhichas denticulatus,Anarhichas minor,Anarhichas,Anarhichas spp;27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w;yes;;27.4,27.4.a,27.4.b,27.4.c
North Sea and Eastern Arctic;European Eel;Anguilla anguilla;ICES;NA;ELE;126281;NoTAC;3a, 4, 7d;27_3_A,27_4,27_7_D;;;Anguilla anguilla;27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w,27.7.d;yes;;27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c,27.7.d
North Sea and Eastern Arctic;Greater silver smelt;Argentina silus;ICES;NA;ARU;126715;3A4-C;3a, 4;27_3_A,27_4;;FIDES match;Argentina silus;27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w;yes;;27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c
North Sea and Eastern Arctic;Argentine;Argentina spp.;ICES;NA;ARE, ARO, ARU, ARY, ARG;123005001501, 123005001502, 123005001503, 123005001504;NoTAC;4;27_4;;;Argentina elongata,Argentina kagoshimae,Argentina silus,Argentina sphyraena,Argentina,Argentina spp;27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w;yes;;27.4,27.4.a,27.4.b,27.4.c
North Sea and Eastern Arctic;Red gurnard;Aspitrigla cuculus;ICES;NA;GUR;150662,1273;NoTAC;3a;27_3_A;;;Aspitrigla cuculus,Chelidonichthys cuculus;27.3.a,27.3.a.20,27.3.a.21;yes;;27.3.a,27.3.a.20,27.3.a.21
North Sea and Eastern Arctic;Tusk;Brosme brosme;ICES;NA;USK;126447;03A.,04-C.,04-N.;3a, 4;27_3_A,27_4;EU waters of IV;FIDES match;Brosme brosme;27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w;yes;;27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c
North Sea and Eastern Arctic;Herring;Clupea harengus;ICES;NA;HER;126417;03A.,03A-BC,2A47DX,4AB.,4CXB7D;3a, 4, 7d;27_3_A,27_4,27_7_D;;FIDES match;Clupea harengus;27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w,27.7.d;yes;;27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c,27.7.d
North Sea and Eastern Arctic;Roundnose grenadier;Coryphaenoides rupestris;ICES;NA;RNG;158960;03-;3a;27_3_A;EU and international waters of III;FIDES match;Coryphaenoides rupestris;27.3.a,27.3.a.20,27.3.a.21;yes;;27.3.a,27.3.a.20,27.3.a.21
North Sea and Eastern Arctic;Common Shrimp;Crangon crangon;ICES;NA;CSH;107552;NoTAC;4, 7d;27_4,27_7_D;;;Crangon crangon;27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w,27.7.d;yes;;27.4,27.4.a,27.4.b,27.4.c,27.7.d
North Sea and Eastern Arctic;Sea bass;Dicentrarchus labrax;ICES;NA;BSS;126975;NoTAC;4, 7d;27_4,27_7_D;;;Dicentrarchus labrax;27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w,27.7.d;yes;;27.4,27.4.a,27.4.b,27.4.c,27.7.d
North Sea and Eastern Arctic;Grey gurnard;Eutrigla gurnardus;ICES;NA;GUG;150637;NoTAC;3a, 4, 7d;27_3_A,27_4,27_7_D;;;Eutrigla gurnardus;27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w,27.7.d;yes;;27.3.a,27.3.a.20,27.3.a.21,27.4,27.4.a,27.4.b,27.4.c,27.7.d
North Sea and Eastern Arctic;Cod;Gadus morhua;ICES;NA;COD;126436;03AN.;3aN;27_3_A_20;Skagerrak (Division IIIa);FIDES match ;Gadus morhua;27.3.a.20;yes;;27.3.a.20
