"","specie_name","specie_code"
"2791","Pseudorhombus cinnamoneus","277075"
"2792","Pseudorhombus pentophthalmus","277088"
"2793","Pseudorhombus triocellatus","277094"
"2794","Pseudorhombus malayanus","277082"
"2795","Syacium gunteri","275839"
"2796","Syacium latifrons","275840"
"2797","Syacium micrurum","158877"
"2798","Syacium papillosum","158878"
"2799","Syacium guineensis","275838"
"2800","Cephalopsetta ventrocellatus","280076"
"2801","Achirus achirus","279490"
"2802","Achirus lineatus","279493"
"2803","Achirus mazatlanus","279494"
"2804","Achirus scutum","279495"
"2805","Gymnachirus melas","159269"
"2806","Trinectes maculatus","159271"
"2807","Apionichthys dumerili","279642"
"2808","Catathyridium jenynsii","1017166"
"2809","Achiropsetta slavae","234599"
"2810","Achiropsetta tricholepis","234676"
"2811","Mancopsetta maculata","234783"
"2812","Pseudomancopsetta andriashevi","234798"
"2813","Neoachiropsetta milfordi","234804"
"2814","Plagiopsetta glossa","282266"
"2815","Samaris cristatus","219818"
"2816","Samariscus huysmani","279135"
"2817","Pleuronectiformes","10331"
"2818","Muraenolepis microps","234742"
"2819","Muraenolepis marmorata","313346"
"2820","Muraenolepis orangiensis","234824"
"2821","Muraenolepis andriashevi","279337"
"2822","Muraenolepis evseenkoi","712466"
"2823","Notomuraenobathys microcephalus","712467"
"2824","Auchenoceros punctatus","279831"
"2825","Austrophycis marginata","316524"
"2826","Eeyorius hutchinsi","280587"
"2827","Gadella imberbis","158964"
"2828","Gadella maraldi","126488"
"2829","Halargyreus johnsonii","126489"
"2830","Laemonema longipes","272474"
"2831","Laemonema laureysi","272473"
"2832","Laemonema yarrelli","400567"
"2833","Lotella phycis","281402"
"2834","Microlepidium verecundum","319343"
"2835","Momonatira globosus","319392"
"2836","Mora moro","126497"
"2837","Physiculus dalwigki","126498"
"2838","Physiculus japonica","301085"
"2839","Physiculus fulvus","158987"
"2840","Physiculus huloti","272495"
"2841","Physiculus natalensis","217734"
"2842","Pseudophycis bachus","282468"
"2843","Pseudophycis barbata","282469"
"2844","Pseudophycis breviuscula","282470"
"2845","Rhynchogadus hepaticus","126499"
"2846","Svetovidovia lucullus","126500"
"2847","Tripterophycis gilchristi","217739"
"2848","Lepidion lepidion","126495"
"2849","Lepidion eques","126493"
"2850","Lepidion guentheri","126494"
"2851","Lepidion ensiferus","217733"
"2852","Lepidion microcephalus","272482"
"2853","Antimora rostrata","126486"
"2854","Salilota australis","282654"
"2855","Guttigadus latifrons","158978"
"2856","Moridae","125474"
"2857","Bregmaceros mcclellandi","217740"
"2858","Bregmaceros atlanticus","126431"
"2859","Bregmaceros nectabanus","217741"
"2860","Bregmaceros rarisquamosus","272296"
"2861","Brosme brosme","126447"
"2862","Gadus morhua","126436"
"2863","Gadus macrocephalus","254538"
"2864","Gadus ogac","158926"
"2865","Gadus chalcogrammus","300735"
"2866","Phycis blennoides","126501"
"2867","Phycis phycis","126502"
"2868","Phycis chesteri","158988"
"2869","Urophycis brasiliensis","272519"
"2870","Urophycis chuss","126503"
"2871","Urophycis tenuis","126504"
"2872","Urophycis earllii","158989"
"2873","Urophycis floridana","158990"
"2874","Urophycis regia","158991"
"2875","Urophycis cirrata","272520"
"2876","Melanogrammus aeglefinus","126437"
"2877","Raniceps raninus","126442"
"2878","Eleginus nawaga","272298"
"2879","Eleginus gracilis","254537"
"2880","Microgadus proximus","275873"
"2881","Microgadus tomcod","158928"
"2882","Pollachius virens","126441"
"2883","Pollachius pollachius","126440"
"2884","Theragra finnmarchica","126443"
"2885","Boreogadus saida","126433"
"2886","Arctogadus glacialis","126432"
"2887","Arctogadus borisovi","272297"
"2888","Gadiculus argenteus","126435"
"2889","Ciliata mustela","126448"
"2890","Ciliata septentrionalis","126449"
"2891","Trisopterus esmarkii","126444"
"2892","Trisopterus minutus","126446"
"2893","Trisopterus luscus","126445"
"2894","Micromesistius poutassou","126439"
"2895","Micromesistius australis","234781"
"2896","Merlangius merlangus","126438"
"2897","Enchelyopus cimbrius","126450"
"2898","Lyconus brachycolus","221502"
"2899","Lyconus pinnatus","279334"
"2900","Lyconodes argenteus","217743"
"2901","Merluccius merluccius","126484"
"2902","Merluccius senegalensis","126485"
"2903","Merluccius australis","272452"
"2904","Merluccius bilinearis","158962"
"2905","Merluccius gayi","293628"
"2906","Merluccius hubbsi","272455"
"2907","Merluccius productus","272458"
"2908","Merluccius polli","272457"
"2909","Merluccius paradoxus","217745"
"2910","Merluccius albidus","158748"
"2911","Merluccius angustimanus","272451"
"2912","Merluccius capensis","217746"
"2913","Merluccius patagonicus","272456"
"2914","Steindachneria argentea","282877"
"2915","Macruronus magellanicus","272449"
"2916","Macruronus novaezelandiae","272450"
"2917","Macruronus capensis","217744"
"2918","Merlucciidae","125473"
"2919","Macrourus berglax","126472"
"2920","Macrourus whitsoni","234606"
"2921","Macrourus carinatus","217773"
"2922","Macrourus holotrachys","234831"
"2923","Macrourus caml","712470"
"2924","Macrouroides inflaticeps","281486"
"2925","Hymenocephalus italicus","158961"
"2926","Coryphaenoides rupestris","158960"
"2927","Coryphaenoides guentheri","158958"
"2928","Coryphaenoides macrolophus","272337"
"2929","Coryphaenoides thelestomus","272355"
"2930","Coryphaenoides acrolepis","272313"
"2931","Coryphaenoides anguliceps","272316"
"2932","Coryphaenoides ariommus","272317"
"2933","Coryphaenoides armatus","158952"
"2934","Coryphaenoides carminifer","272324"
"2935","Coryphaenoides cinereus","272326"
"2936","Coryphaenoides delsolari","272327"
"2937","Coryphaenoides longifilis","272336"
"2938","Coryphaenoides marginatus","272338"
"2939","Coryphaenoides mexicanus","272340"
"2940","Coryphaenoides murrayi","272343"
"2941","Coryphaenoides nasutus","272345"
"2942","Coryphaenoides serrulatus","272352"
"2943","Coryphaenoides subserrulatus","217761"
"2944","Coryphaenoides zaniophorus","183100"
"2945","Coryphaenoides ferrieri","234589"
"2946","Coryphaenoides lecointei","234596"
"2947","Coelorinchus acanthiger","280242"
"2948","Coelorinchus aconcagua","280244"
"2949","Coelorinchus anatirostris","280247"
"2950","Coelorinchus argentatus","280250"
"2951","Coelorinchus argus","280251"
"2952","Coelorinchus aspercephalus","280252"
"2953","Coelorinchus australis","280254"
"2954","Coelorinchus biclinozonalis","280255"
"2955","Coelorinchus braueri","280257"
"2956","Coelorinchus canus","280260"
"2957","Coelorinchus caribbaeus","280261"
"2958","Coelorinchus chilensis","280267"
"2959","Coelorinchus caelorhincus","398381"
"2960","Coelorinchus denticulatus","280273"
"2961","Coelorinchus fasciatus","280277"
"2962","Coelorinchus formosanus","280279"
"2963","Coelorinchus hexafasciatus","280285"
"2964","Coelorinchus innotabilis","280291"
"2965","Coelorinchus japonicus","280292"
"2966","Coelorinchus kaiyomaru","280294"
"2967","Coelorinchus kamoharai","280295"
"2968","Coelorinchus karrerae","280296"
"2969","Coelorinchus kermadecus","280297"
"2970","Coelorinchus kishinouyei","280298"
"2971","Coelorinchus labiatus","280299"
"2972","Coelorinchus longicephalus","280302"
"2973","Coelorinchus macrochir","280304"
"2974","Coelorinchus marinii","280308"
"2975","Coelorinchus matamua","280309"
"2976","Coelorinchus multispinulosus","280318"
"2977","Coelorinchus occa","280323"
"2978","Coelorinchus oliverianus","280324"
"2979","Coelorinchus parallelus","280325"
"2980","Coelorinchus productus","280330"
"2981","Coelorinchus scaphopsis","280334"
"2982","Coelorinchus ventrilux","280354"
"2983","Coelorinchus geronimo","280281"
"2984","Coelorinchus trunovi","280352"
"2985","Coelorinchus carminatus","280263"
"2986","Albatrossia pectoralis","236135"
"2987","Asthenomacrurus fragilis","279767"
"2988","Trachyrincus helolepis","272445"
"2989","Trachyrincus scabrus","126482"
"2990","Trachyrincus murrayi","126481"
"2991","Bathygadus macrops","272309"
"2992","Bathygadus melanobranchus","126463"
"2993","Bathygadus favosus","126462"
"2994","Squalogadus modificatus","221514"
"2995","Cetonurus crassiceps","272312"
"2996","Cetonurus globiceps","126467"
"2997","Cynomacrurus piriei","234823"
"2998","Odontomacrurus murrayi","126476"
"2999","Trachonurus sulcatus","158745"
"3000","Sphagemacrurus grenadae","126478"
"3001","Nezumia bairdii","183289"
"3002","Nezumia aequalis","126473"
"3003","Nezumia condylura","272403"
"3004","Nezumia convergens","272404"
"3005","Nezumia duodecim","272405"
"3006","Nezumia latirostrata","272414"
"3007","Nezumia liolepis","272416"
"3008","Nezumia loricata","272417"
"3009","Nezumia micronychodon","217777"
"3010","Nezumia orbitalis","272422"
"3011","Nezumia proxima","272424"
"3012","Nezumia sclerorhynchus","126475"
"3013","Nezumia stelgidolepis","272428"
"3014","Malacocephalus laevis","-999"
"3015","Malacocephalus occidentalis","158741"
"3016","Gadomus arcuatus","126469"
"3017","Gadomus longifilis","126471"
"3018","Gadomus dispar","126470"
"3019","Haplomacrourus nudirostris","217769"
"3020","Idiolophorhynchus andriashevi","281156"
"3021","Kumba calvifrons","275373"
"3022","Kuronezumia bubonis","217772"
"3023","Kuronezumia leonis","217771"
"3024","Lepidorhynchus denticulatus","281308"
"3025","Mataeocephalus acipenserinus","277195"
"3026","Mataeocephalus tenuicauda","277199"
"3027","Mesobius antipodum","217775"
"3028","Pseudonezumia cetonuropsis","272434"
"3029","Ventrifossa atherodon","275590"
"3030","Ventrifossa ctenomelas","275591"
"3031","Ventrifossa divergens","217789"
"3032","Ventrifossa garmani","275593"
"3033","Ventrifossa macropogon","158747"
"3034","Ventrifossa nigrodorsalis","275601"
"3035","Ventrifossa petersoni","217786"
"3036","Ventrifossa nasuta","217790"
"3037","Macrouridae","125471"
"3038","Melanonus gracilis","221402"
"3039","Melanonus zugmayeri","126483"
"3040","Euclichthys polynemus","280735"
"3041","Molva molva","126461"
"3042","Molva dypterygia","126459"
"3043","Molva macrophthalma","126460"
"3044","Gaidropsarus argentatus","126451"
"3045","Gaidropsarus biscayensis","126452"
"3046","Gaidropsarus macrophthalmus","126456"
"3047","Gaidropsarus mediterraneus","126457"
"3048","Gaidropsarus vulgaris","126458"
"3049","Gaidropsarus guttatus","126455"
"3050","Gaidropsarus ensis","126453"
"3051","Gadiformes","10313"
"3052","Paramyxine atami","282074"
"3053","Myxine glutinosa","101170"
"3054","Nemamyxine elongata","281657"
"3055","Eptatretus burgeri","279272"
"3056","Eptatretus stoutii","279298"
"3057","Eptatretus cirrhatus","279276"
"3058","Myxinidae","101162"
"3059","Gonorynchus gonorynchus","221403"
"3060","Elops hawaiensis","275404"
"3061","Elops saurus","157875"
"3062","Elops affinis","275403"
"3063","Elops lacerta","275405"
"3064","Elops senegalensis","275406"
"3065","Elops machnata","212252"
"3066","Elops smithi","474894"
"3067","Megalops atlanticus","126430"
"3068","Megalops cyprinoides","212253"
"3069","Albula vulpes","212256"
"3070","Albula glossodonta","212255"
"3071","Albula argentea","275407"
"3072","Pterothrissus belloci","282504"
"3073","Albulidae","151805"
"3074","Hime japonicus","400337"
"3075","Aulopus filamentosus","126335"
"3076","Aulopus cadenati","272042"
"3077","Alepisaurus ferox","126333"
"3078","Alepisaurus brevirostris","126332"
"3079","Anotopterus pharao","-999"
"3080","Anotopterus vorax","234827"
"3081","Pseudotrichonotus altivelis","282480"
"3082","Harpadon nehereus","217661"
"3083","Bathysaurus ferox","126369"
"3084","Bathysaurus mollis","126370"
"3085","Synodus evermanni","272124"
"3086","Synodus lucioceps","272132"
"3087","Synodus saurus","126372"
"3088","Synodus variegatus","217670"
"3089","Synodus synodus","126373"
"3090","Synodus dermatogenys","217667"
"3091","Synodus macrops","217666"
"3092","Synodus jaculum","217673"
"3093","Synodus foetens","158758"
"3094","Synodus intermedius","158759"
"3095","Trachinocephalus myops","158884"
"3096","Saurida tumbil","217663"
"3097","Saurida brasiliensis","158756"
"3098","Saurida undosquamis","126371"
"3099","Saurida gracilis","217662"
"3100","Saurida longimanus","217665"
"3101","Saurida nebulosa","217664"
"3102","Saurida elongata","272109"
"3103","Synodontidae","125449"
"3104","Ancharius brevibarbis","1532438"
"3105","Ariopsis assimilis","308392"
"3106","Ariopsis seemanni","293653"
"3107","Ariopsis guatemalensis","293651"
"3108","Batrachocephalus mino","279878"
"3109","Cathorops fuerthii","280043"
"3110","Cathorops spixii","280049"
"3111","Cathorops mapale","280046"
"3112","Cephalocassis melanochir","280075"
"3113","Arius dussumieri","214566"
"3114","Arius jella","275575"
"3115","Arius arius","275569"
"3116","Arius manillensis","275580"
"3117","Arius sona","308496"
"3118","Arius leptaspis","308461"
"3119","Arius nasutus","308471"
"3120","Arius gigas","275573"
"3121","Arius platystomus","308484"
"3122","Arius heudelotii","275574"
"3123","Arius latiscutatus","275576"
"3124","Arius venosus","214564"
"3125","Arius maculatus","275578"
"3126","Arius sagor","308491"
"3127","Arius felis","158711"
"3128","Arius parkii","275583"
"3129","Arius madagascariensis","214565"
"3130","Arius africanus","214562"
"3131","Cinetodus froggatti","280189"
"3132","Cochlefelis danielsi","280229"
"3133","Doiichthys novaeguineae","317792"
"3134","Genidens genidens","280826"
"3135","Ketengus typus","281222"
"3136","Nedystoma dayi","1019816"
"3137","Tachysurus nenga","311235"
"3138","Tetranesodon conorhynchus","321832"
"3139","Bagre marinus","158713"
"3140","Bagre panamensis","275588"
"3141","Bagre pinnimaculatus","275589"
"3142","Bagre bagre","275587"
"3143","Galeichthys peruvianus","277553"
"3144","Galeichthys feliceps","217654"
"3145","Hemipimelodus bicolor","314576"
"3146","Netuma barba","315025"
"3147","Netuma thalassina","281745"
"3148","Netuma bilineata","281743"
"3149","Osteogeneiosus militaris","281947"
"3150","Notarius grandicassis","281766"
"3151","Notarius troschelii","293654"
"3152","Notarius bonillai","1014484"
"3153","Amphiarius rugispinis","279587"
"3154","Amphiarius phrygiatus","279586"
"3155","Aspistor quadriscutis","279757"
"3156","Sciades dowii","282694"
"3157","Sciades herzbergii","282697"
"3158","Sciades passany","282700"
"3159","Sciades couma","282693"
"3160","Sciades parkeri","712442"
"3161","Sciades proops","282702"
"3162","Plicofollis layardi","1043427"
"3163","Plicofollis polystaphylodon","282300"
"3164","Neoarius midgleyi","281675"
"3165","Nemapteryx caelatus","1577989"
"3166","Carlarius heudelotii","712438"
"3167","Ariidae","154659"
"3168","Cnidoglanis macrocephalus","280227"
"3169","Euristhmus lepturus","280754"
"3170","Plotosus canius","278694"
"3171","Plotosus lineatus","-999"
"3172","Plotosus papuensis","1017816"
"3173","Plotosus nkunga","217656"
"3174","Plotosus limbatus","217660"
"3175","Paraplotosus albilabris","282097"
"3176","Anarchias allardicei","217464"
"3177","Gymnothorax meleagris","217503"
"3178","Gymnothorax mareei","271847"
"3179","Gymnothorax rueppelliae","217477"
"3180","Gymnothorax dovii","271831"
"3181","Gymnothorax funebris","158583"
"3182","Gymnothorax mordax","271856"
"3183","Gymnothorax moringa","158584"
"3184","Gymnothorax ocellatus","271865"
"3185","Gymnothorax porphyreus","271872"
"3186","Gymnothorax flavimarginatus","217495"
"3187","Gymnothorax undulatus","217508"
"3188","Gymnothorax vicinus","126302"
"3189","Gymnothorax pseudothyrsoideus","271878"
"3190","Gymnothorax maderensis","126299"
"3191","Gymnothorax polygonius","126300"
"3192","Gymnothorax unicolor","126301"
"3193","Gymnothorax afer","271813"
"3194","Gymnothorax bacalladoi","271822"
"3195","Gymnothorax kidako","271843"
"3196","Gymnothorax phasmatodes","217504"
"3197","Gymnothorax nudivomer","217488"
"3198","Gymnothorax favagineus","217509"
"3199","Gymnothorax equatorialis","271832"
"3200","Gymnothorax phalarus","271868"
"3201","Gymnothorax miliaris","271852"
"3202","Gymnothorax conspersus","158582"
"3203","Channomuraena vittata","217466"
"3204","Muraena helena","126303"
"3205","Muraena pavonina","271902"
"3206","Muraena retifera","158586"
"3207","Muraena robusta","271903"
"3208","Muraena argus","271896"
"3209","Muraena lentiginosa","271900"
"3210","Muraena melanotis","271901"
"3211","Muraena australiae","271897"
"3212","Muraena clepsydra","271898"
"3213","Muraena augusti","299565"
"3214","Cirrimaxilla formosa","280199"
"3215","Enchelycore bayeri","217473"
"3216","Enchelycore pardalis","217472"
"3217","Enchelycore anatina","126298"
"3218","Enchelycore nigricans","271808"
"3219","Enchelynassa canina","217475"
"3220","Gymnomuraena zebra","217476"
"3221","Gymnotus pantherinus","1526070"
"3222","Echidna catenata","278676"
"3223","Echidna nebulosa","217469"
"3224","Echidna polyzona","217467"
"3225","Echidna peli","278679"
"3226","Monopenchelys acuta","277933"
"3227","Pseudechidna brummeri","217528"
"3228","Rhinomuraena quaesita","217529"
"3229","Siderea thyrsoidea","311404"
"3230","Siderea picta","217535"
"3231","Strophidon sathete","217536"
"3232","Thyrsoidea macrura","217537"
"3233","Uropterygius macrocephalus","212037"
"3234","Uropterygius wheeleri","277956"
"3235","Muraenidae","125431"
"3236","Panturichthys isognathus","271795"
"3237","Panturichthys longus","271796"
"3238","Panturichthys mauritanicus","126294"
"3239","Pythonichthys sanguineus","282527"
"3240","Pythonichthys macrurus","282525"
"3241","Pythonichthys microphthalmus","282526"
"3242","Heterenchelyidae","125429"
"3243","Neoconger tuberculatus","275440"
"3244","Moringua edwardsi","158578"
"3245","Moringuidae","151813"
"3246","Ophichthus ophis","126315"
"3247","Ophichthus regius","271975"
"3248","Ophichthus rufus","126316"
"3249","Ophichthus remiger","271976"
"3250","Ophichthus gomesii","271955"
"3251","Ophichthus apicalis","217588"
"3252","Ophichthus zophochir","271991"
"3253","Ophichthus frontalis","271952"
"3254","Ophisurus serpens","126317"
"3255","Ophisurus macrorhynchus","299789"
"3256","Xyrias revulsus","217598"
"3257","Scytalichthys miurus","282734"
"3258","Schultzidia johnstonensis","217596"
"3259","Schismorhynchus labialis","217595"
"3260","Quassiremus polyclitellum","282535"
"3261","Phaenomonas cooperae","217591"
"3262","Paraletharchus pacificus","282062"
"3263","Pisodonophis boro","217593"
"3264","Pisodonophis cancrivorus","217594"
"3265","Pisodonophis semicinctus","126318"
"3266","Pisodonophis hoeveni","271996"
"3267","Neenchelys daedalus","281644"
"3268","Mystriophis porphyreus","314972"
"3269","Mystriophis crosnieri","281611"
"3270","Mystriophis rostellatus","281612"
"3271","Myrophis punctatus","158643"
"3272","Myrophis plumbeus","275495"
"3273","Muraenichthys gymnotus","217573"
"3274","Muraenichthys schultzei","217574"
"3275","Malvoliophis pinguis","281516"
"3276","Leuropharus lasiops","281346"
"3277","Leptenchelys vermiformis","281311"
"3278","Leiuranus semicinctus","217572"
"3279","Lamnostoma polyophthalma","277380"
"3280","Lamnostoma orientalis","1621414"
"3281","Ichthyapus acuticeps","217568"
"3282","Herpetoichthys fossatus","281051"
"3283","Hemerorhinus opici","281009"
"3284","Caecula pterygera","280010"
"3285","Gordiichthys irretitus","275479"
"3286","Evips percinctus","280764"
"3287","Ethadophis byrnei","280721"
"3288","Ethadophis epinepheli","280722"
"3289","Elapsopis versicolor","280628"
"3290","Echiophis punctifer","158610"
"3291","Echiophis creutzbergi","275476"
"3292","Echiophis brunneus","275475"
"3293","Echelus myrus","126314"
"3294","Echelus pachyrhynchus","271935"
"3295","Dalophis obtusirostris","271934"
"3296","Dalophis boulengeri","271931"
"3297","Dalophis cephalopeltis","271932"
"3298","Dalophis multidentatus","271933"
"3299","Dalophis imberbis","126313"
"3300","Pseudomyrophis atlanticus","282452"
"3301","Cirricaecula johnsoni","280196"
"3302","Caralophia loxochila","280037"
"3303","Letharchus velifer","158633"
"3304","Myrichthys aki","308294"
"3305","Myrichthys pardalis","275488"
"3306","Callechelys catostomus","399925"
"3307","Callechelys guineensis","275468"
"3308","Callechelys leucoptera","275469"
"3309","Brachysomophis crocodilinus","217560"
"3310","Brachysomophis atlanticus","279124"
"3311","Apterichtus kendalli","158598"
"3312","Apterichtus gracilis","271925"
"3313","Apterichtus monodi","271928"
"3314","Aprognathodon platyventris","279670"
"3315","Aplatophis chauliodus","279644"
"3316","Ahlia egmontis","158595"
"3317","Bascanichthys bascanoides","275450"
"3318","Bascanichthys ceciliae","275451"
"3319","Cirrhimuraena inhacae","217567"
"3320","Phyllophichthus xenodontus","217592"
"3321","Ophichthidae","125434"
"3322","Chilorhinus platyrhynchus","280151"
"3323","Chlopsis dentatus","221382"
"3324","Chlopsis olokun","271717"
"3325","Kaupichthys hyoproroides","158576"
"3326","Hirundichthys speculiger","126387"
"3327","Aulichthys japonicus","279833"
"3328","Aulorhynchus flavidus","279839"
"3329","Eurypegasus draconis","218161"
"3330","Pegasus volitans","218163"
"3331","Hypoptychus dybowskii","281124"
"3332","Aulostomus strigosus","278081"
"3333","Fistularia corneta","276231"
"3334","Fistularia tabacaria","159440"
"3335","Fistularia commersonii","217966"
"3336","Fistularia petimba","159439"
"3337","Centriscus cristatus","-999"
"3338","Centriscus scutatus","217970"
"3339","Aeoliscus punctulatus","217967"
"3340","Solenostomus cyanopterus","217977"
"3341","Solenostomus paradoxus","217976"
"3342","Anarchopterus criniger","279603"
"3343","Apterygocampus epinnulatus","279671"
"3344","Syngnathus acus","127387"
"3345","Syngnathus typhle","127393"
"3346","Syngnathus abaster","127386"
"3347","Syngnathus phlegon","127388"
"3348","Syngnathus rostellatus","127389"
"3349","Syngnathus schmidti","127390"
"3350","Syngnathus taenionotus","127391"
"3351","Syngnathus tenuirostris","127392"
"3352","Syngnathus variegatus","127394"
"3353","Bhanotia fasciolata","279908"
"3354","Hippocampus fuscus","212230"
"3355","Hippocampus hippocampus","127380"
"3356","Hippocampus guttulatus","154776"
"3357","Hippocampus comes","275191"
"3358","Hippocampus algiricus","275184"
"3359","Hippocampus kuda","212237"
"3360","Hippocampus trimaculatus","212232"
"3361","Hippocampus histrix","212239"
"3362","Nerophis maculatus","127384"
"3363","Nerophis ophidion","127385"
"3364","Nerophis lumbriciformis","127383"
"3365","Doryichthys boaja","1026993"
"3366","Choeroichthys brachysoma","217986"
"3367","Stigmatopora argus","282892"
"3368","Syngnathoides biaculeatus","218035"
"3369","Solegnathus dunckeri","278075"
"3370","Acentronura australe","276232"
"3371","Acentronura tentaculata","217979"
"3372","Phyllopteryx taeniolatus","282254"
"3373","Phycodurus eques","282248"
"3374","Bryx analicarens","217982"
"3375","Bulbonaricus brauni","278086"
"3376","Campichthys galei","278557"
"3377","Corythoichthys flavofasciatus","217992"
"3378","Corythoichthys haematopterus","217991"
"3379","Cosmocampus arctus","293571"
"3380","Cosmocampus retropinnis","278065"
"3381","Cosmocampus investigatoris","278062"
"3382","Entelurus aequoreus","127379"
"3383","Doryrhamphus baldwini","279101"
"3384","Doryrhamphus excisus","218002"
"3385","Enneacampus kaupi","280676"
"3386","Festucalex erythraeus","218008"
"3387","Festucalex wassi","279036"
"3388","Filicampus tigris","280779"
"3389","Halicampus brocki","277188"
"3390","Haliichthys taeniophorus","280982"
"3391","Heraldia nocturna","281046"
"3392","Hippichthys cyanospilus","218015"
"3393","Hippichthys penicillus","277114"
"3394","Histiogamphelus cristatus","281079"
"3395","Hypselognathus horridus","281126"
"3396","Ichthyocampus carce","281144"
"3397","Kaupus costatus","281217"
"3398","Kimblaeus bassensis","281223"
"3399","Leptoichthys fistularius","281317"
"3400","Leptonotus blainvilleanus","281324"
"3401","Lissocampus bannwarthi","281375"
"3402","Maroubra yasudai","281524"
"3403","Micrognathus andersonii","218018"
"3404","Microphis argulus","218024"
"3405","Microphis brachyurus","159448"
"3406","Minyichthys myersi","218027"
"3407","Mitotichthys mollisoni","281582"
"3408","Nannocampus elegans","218029"
"3409","Notiocampus ruber","281774"
"3410","Penetopteryx nanus","278462"
"3411","Phoxocampus belcheri","218031"
"3412","Pseudophallus starksii","1026989"
"3413","Pugnaso curtirostris","282513"
"3414","Siokunichthys bentuviai","218033"
"3415","Stipecampus cristatus","282895"
"3416","Trachyrhamphus bicoarctatus","218045"
"3417","Urocampus carinirostris","283090"
"3418","Vanacampus margaritifer","283127"
"3419","Syngnathidae","125606"
"3420","Disparichthys fluviatilis","1488259"
"3421","Echiodon cryomargarites","234602"
"3422","Echiodon drummondii","126663"
"3423","Encheliophis boraborensis","217830"
"3424","Eurypleuron owasianum","217831"
"3425","Onuxodon fowleri","217833"
"3426","Pyramodon punctatus","217835"
"3427","Snyderidia bothrops","315653"
"3428","Carapus acus","126661"
"3429","Carapidae","125504"
"3430","Bidenichthys capensis","220356"
"3431","Brosmodorsalis persicinus","279998"
"3432","Brotulina erythrea","316746"
"3433","Calamopteryx goslinei","280019"
"3434","Dermatopsis macrodon","280509"
"3435","Dermatopsoides kasougae","220360"
"3436","Diancistrus longifilis","280534"
"3437","Dinematichthys dasyrhynchus","278040"
"3438","Dinematichthys iluocoeteoides","209277"
"3439","Dipulus caecus","280555"
"3440","Grammonoides opisthodon","220363"
"3441","Grammonus ater","126658"
"3442","Grammonus diagrammus","272770"
"3443","Gunterichthys longipenis","280948"
"3444","Lucifuga dentatus","1419791"
"3445","Monothrix mizolepis","281592"
"3446","Ogilbia cayorum","281844"
"3447","Stygnobrotula latebricola","282910"
"3448","Holocentrus adscensionis","159378"
"3449","Holocentrus rufus","276189"
"3450","Myripristis jacobus","159385"
"3451","Myripristis murdjan","217925"
"3452","Myripristis berndti","217927"
"3453","Myripristis kuntee","217915"
"3454","Myripristis botche","217922"
"3455","Myripristis chryseres","217920"
"3456","Myripristis hexagona","217928"
"3457","Myripristis vittata","217924"
"3458","Neoniphon argenteus","217931"
"3459","Neoniphon sammara","159393"
"3460","Neoniphon marianus","276205"
"3461","Ostichthys acanthorhinus","217936"
"3462","Ostichthys japonicus","276207"
"3463","Ostichthys kaianus","217934"
"3464","Plectrypops lima","217937"
"3465","Pristilepis oligolepis","217938"
"3466","Sargocentron caudimaculatum","217940"
"3467","Sargocentron spiniferum","217950"
"3468","Sargocentron diadema","217947"
"3469","Sargocentron hastatum","272211"
"3470","Sargocentron rubrum","126400"
"3471","Sargocentron violaceum","217943"
"3472","Sargocentron suborbitalis","272219"
"3473","Holocentridae","125458"
"3474","Mugil bananensis","273647"
"3475","Mugil cephalus","126983"
"3476","Mugil liza","273655"
"3477","Mugil curema","159416"
"3478","Mugil incilis","273654"
"3479","Mugil trichodon","273660"
"3480","Mugil soiuy","248046"
"3481","Mugil capurrii","126982"
"3482","Chelon bispinosus","273634"
"3483","Chelon labrosus","126977"
"3484","Chelon parsia","1020319"
"3485","Chelon planiceps","712750"
"3486","Chelon macrolepis","303794"
"3487","Chelon auratus","1044127"
"3488","Chelon ramada","1042830"
"3489","Aldrichetta forsteri","279546"
"3490","Agonostomus telfairii","218876"
"3491","Agonostomus monticola","159413"
"3492","Agonostomus catalai","218877"
"3493","Cestraeus oxyrhynchus","314039"
"3494","Cestraeus goldiei","280088"
"3495","Cestraeus plicatilis","280090"
"3496","Joturus pichardi","281205"
"3497","Crenimugil heterocheilus","307441"
"3498","Crenimugil crenilabis","151498"
"3499","Liza richardsonii","218883"
"3500","Liza tricuspidens","218882"
"3501","Liza saliens","126981"
"3502","Liza grandisquamis","273640"
"3503","Liza dumerili","218885"
"3504","Liza vaigiensis","218879"
"3505","Liza klunzingeri","273641"
"3506","Liza falcipinnis","273639"
"3507","Liza abu","273636"
"3508","Liza alata","218880"
"3509","Liza persicus","273644"
"3510","Liza haematocheilus","713433"
"3511","Moolgarda pedaraki","218891"
"3512","Rhinomugil corsula","282586"
"3513","Chaenomugil proboscideus","280101"
"3514","Myxus elongatus","276971"
"3515","Neomyxus leuciscus","281693"
"3516","Oedalechilus labeo","126984"
"3517","Oedalechilus labiosus","218898"
"3518","Valamugil cunnesius","218903"
"3519","Valamugil seheli","218905"
"3520","Valamugil speigleri","278820"
"3521","Sicamugil hamiltonii","992586"
"3522","Xenomugil thoburni","283187"
"3523","Paramugil parmatus","398552"
"3524","Planiliza melinopterus","1043425"
"3525","Planiliza parsia","1509460"
"3526","Planiliza subviridis","1043426"
"3527","Mugilidae","125546"
"3528","Dipterygonotus balteatus","219997"
