"","specie_name","specie_code"
"10035","Latirus infundibulum","448428"
"10036","Leucozonia nassa","420044"
"10037","Megathura crenulata","527885"
"10038","Fissurella virescens","575126"
"10039","Fissurella barbadensis","419355"
"10040","Fissurella nimbosa","729935"
"10041","Fissurella nubecula","139970"
"10042","Fissurella coarctata","224281"
"10043","Stromboli beebei","575135"
"10044","Diodora listeri","419343"
"10045","Lottia gigantea","456593"
"10046","Lottia limatula","456596"
"10047","Patelloida saccharina","220948"
"10048","Patelloida striata","456641"
"10049","Scurria plana","456646"
"10050","Natica broderipiana","568313"
"10051","Natica chemnitzii","-999"
"10052","Natica euzona","-999"
"10053","Natica stellata","571879"
"10054","Natica tigrina","225619"
"10055","Natica vitellus","571880"
"10056","Natica gualteriana","-999"
"10057","Natica lineata","817793"
"10058","Natica adansoni","224855"
"10059","Natica fulminea","225279"
"10060","Natica marochiensis","208000"
"10061","Natica turtoni","224854"
"10062","Naticarius hebraeus","720569"
"10063","Naticarius vittatus","717011"
"10064","Neverita josephinia","140549"
"10065","Neverita albumen","571885"
"10066","Neverita peselephanti","605566"
"10067","Lunatia pulchella","873844"
"10068","Payraudeautia intricata","140550"
"10069","Tectonatica filosa","140553"
"10070","Polinices didyma","225263"
"10071","Polinices mammilla","216923"
"10072","Polinices melanostoma","216926"
"10073","Polinices sebae","605568"
"10074","Polinices hepaticus","419762"
"10075","Polinices otis","569943"
"10076","Sinum concavum","225301"
"10077","Euspira catena","140528"
"10078","Euspira fusca","140529"
"10079","Euspira nitida","151894"
"10080","Oliva porphyria","208377"
"10081","Oliva miniacea","208379"
"10082","Oliva annulata","208385"
"10083","Oliva caerulea","208388"
"10084","Oliva oliva","208396"
"10085","Oliva reticulata","448146"
"10086","Oliva tricolor","448160"
"10087","Oliva vidua","448164"
"10088","Oliva reticularis","420126"
"10089","Oliva sayana","208387"
"10090","Oliva tigrina","208380"
"10091","Patella mexicana","577935"
"10092","Patella caerulea","140677"
"10093","Patella ferruginea","-999"
"10094","Patella nigra","140681"
"10095","Patella rustica","140683"
"10096","Patella ulyssiponensis","140684"
"10097","Patella flexuosa","-999"
"10098","Patella miniata","225718"
"10099","Patella vulgata","140685"
"10100","Patella tenuis","851901"
"10101","Patella depressa","151374"
"10102","Patella lugubris","456664"
"10103","Patella candei","140678"
"10104","Cellana rota","707486"
"10105","Cellana testudinaria","325464"
"10106","Nacella concinna","197296"
"10107","Nacella edgari","870959"
"10108","Nacella kerguelenensis","197297"
"10109","Cymbula nigra","345355"
"10110","Distorsio decussata","476478"
"10111","Distorsio anus","217011"
"10112","Distorsio reticularis","476487"
"10113","Rhinocoryne humboldti","446440"
"10114","Cerithidea obtusa","215141"
"10115","Cerithidea cingulata","456564"
"10116","Cerithidea quadrata","456559"
"10117","Cerithidea decollata","215142"
"10118","Telescopium telescopium","215140"
"10119","Terebralia palustris","216725"
"10120","Terebralia sulcata","216724"
"10121","Siphonaria gigas","527759"
"10122","Siphonaria javanica","740945"
"10123","Siphonaria laciniosa","215290"
"10124","Siphonaria sirius","740940"
"10125","Malea ringens","410241"
"10126","Malea pomum","217025"
"10127","Tonna galea","141687"
"10128","Tonna allium","208010"
"10129","Tonna perdix","-999"
"10130","Tonna sulcosa","208013"
"10131","Tonna canaliculata","208008"
"10132","Tonna dolium","208012"
"10133","Tonna olearium","-999"
"10134","Tonna tessellata","410306"
"10135","Vasum caestus","575609"
"10136","Vasum ceramicum","211101"
"10137","Vasum turbinellus","211103"
"10138","Vasum capitellum","533593"
"10139","Vasum muricatum","420079"
"10140","Syrinx aruanus","527732"
"10141","Turbinella pyrum","208609"
"10142","Coluzea mariae","463620"
"10143","Knefastia tuberculifera","434154"
"10144","Polystira nobilis","434713"
"10145","Polystira oxytropis","434714"
"10146","Tiariturris libya","435054"
"10147","Lophiotoma indica","217114"
"10148","Turricula javana","435104"
"10149","Turris babylonia","435126"
"10150","Aporrhais pespelecani","138760"
"10151","Capulus ungaricus","138984"
"10152","Cerithium alucastrum","139059"
"10153","Cerithium rupestre","139064"
"10154","Cerithium vulgatum","139066"
"10155","Cerithium coralium","473098"
"10156","Cerithium echinatum","216669"
"10157","Cerithium nodulosum","-999"
"10158","Clypeomorus batillariaeformis","216711"
"10159","Rhinoclavis fasciata","215117"
"10160","Rhinoclavis vertagus","215122"
"10161","Rhinoclavis aspera","215120"
"10162","Rhinoclavis sinensis","215119"
"10163","Bittium reticulatum","139054"
"10164","Coralliophila brevis","139398"
"10165","Latiaxis babelis","156189"
"10166","Argobuccinum argus","716965"
"10167","Charonia lampas","141101"
"10168","Charonia tritonis","141102"
"10169","Cymatium cutaceum","-999"
"10170","Cymatium muricinum","141108"
"10171","Cymatium nicobaricum","141109"
"10172","Cymatium aquatile","141103"
"10173","Cymatium lotorium","211062"
"10174","Cymatium pileare","-999"
"10175","Cymatium pyrum","211065"
"10176","Cymatium femorale","225025"
"10177","Priene scabrum","476542"
"10178","Fusitriton oregonensis","476496"
"10179","Fusitriton magellanicus","476494"
"10180","Ranella olearium","141115"
"10181","Monoplex corrugatus","476518"
"10182","Mitra cornicula","-999"
"10183","Mitra nigra","-999"
"10184","Mitra zonata","-999"
"10185","Mitra eremitarum","590521"
"10186","Mitra mitra","590537"
"10187","Mitra stictica","590546"
"10188","Pusia ebenus","957138"
"10189","Mitridae","23073"
"10190","Nassarius gibbosulus","140499"
"10191","Nassarius arcularius","1030858"
"10192","Nassarius coronatus","215725"
"10193","Nassarius crematus","215730"
"10194","Nassarius dorsatus","572148"
"10195","Nassarius glans","215741"
"10196","Cyclope neritea","140487"
"10197","Bullia miran","181059"
"10198","Tritia reticulata","-999"
"10199","Tritia incrassata","876825"
"10200","Tritia mutabilis","876840"
"10201","Turritella communis","141872"
"10202","Turritella monterosatoi","446568"
"10203","Turritella turbona","141874"
"10204","Turritella terebra","215163"
"10205","Turritella duplicata","215162"
"10206","Nerita albicilla","216254"
"10207","Nerita plicata","216260"
"10208","Nerita polita","600671"
"10209","Nerita costata","-999"
"10210","Nerita picea","765039"
"10211","Nerita planospira","559424"
"10212","Nerita squamulata","596069"
"10213","Nerita peloronta","419504"
"10214","Nerita senegalensis","224270"
"10215","Neritina turrita","737532"
"10216","Dendropoma maximum","207902"
"10217","Serpulorbis colubrinus","438935"
"10218","Serpulorbis medusae","549429"
"10219","Ceraesignum maximum","766307"
"10220","Chelycypraea testudinaria","530893"
"10221","Cypraeidae","23022"
"10222","Ovula ovum","216904"
"10223","Volva volva","431078"
"10224","Ficus gracilis","214984"
"10225","Ficus subintermedia","605602"
"10226","Colubraria muricata","527522"
"10227","Cymbiola vespertilio","568006"
"10228","Melo amphora","385403"
"10229","Melo melo","215200"
"10230","Voluta musica","382406"
"10231","Voluta virescens","382547"
"10232","Cymbium cymbium","224552"
"10233","Cymbium marmoratum","384771"
"10234","Cymbium glans","225406"
"10235","Cymbium pepo","384806"
"10236","Cymbium olla","141965"
"10237","Harpovoluta charcoti","197189"
"10238","Provocator pulcher","759251"
"10239","Provocator mirabilis","759247"
"10240","Zidona dufresnei","1597453"
"10241","Odontocymbiola americana","384707"
"10242","Adelomelon ancilla","606556"
"10243","Alcithoe larochei","385239"
"10244","Ampulla priamus","141963"
"10245","Harpa articularis","208160"
"10246","Harpa harpa","208158"
"10247","Harpa major","208166"
"10248","Harpidae","196294"
"10249","Vexillum rugosum","596875"
"10250","Vexillum vulpeculum","591541"
"10251","Conus litteratus","215522"
"10252","Conus quercinus","-999"
"10253","Conus suratensis","428375"
"10254","Conus betulinus","215517"
"10255","Conus coronatus","-999"
"10256","Conus flavidus","215518"
"10257","Conus generalis","215520"
"10258","Conus leopardus","-999"
"10259","Conus lividus","215541"
"10260","Conus marmoreus","-999"
"10261","Conus radiatus","428259"
"10262","Conus tessulatus","215519"
"10263","Conus textile","215529"
"10264","Conus mus","420216"
"10265","Conus regius","-999"
"10266","Conidae","14107"
"10267","Terebra maculata","-999"
"10268","Terebra areolata","-999"
"10269","Terebra subulata","208080"
"10270","Hastula hectica","217087"
"10271","Terebridae","160424"
"10272","Architectonica maxima","585869"
"10273","Architectonica perspectiva","215169"
"10274","Dolabella auricularia","208629"
"10275","Ellobium aurisjudae","574843"
"10276","Ellobium aurismidae","591375"
"10277","Perissodonta mirabilis","197352"
"10278","Trochita pileus","533535"
"10279","Crepipatella orbiculata","580662"
"10280","Calliostoma turnerarum","467276"
"10281","Doris kerguelenensis","411132"
"10282","Doris pseudoargus","181228"
"10283","Bullacta exarata","533828"
"10284","Pomacea urceus","848374"
"10285","Pusillina tumidula","986822"
"10286","Melanella alba","139832"
"10287","Tritonia hombergii","416648"
"10288","Epitonium clathrus","146905"
"10289","Acanthodoris pilosa","140627"
"10290","Acteon tornatilis","138691"
"10291","Margarites helicinus","141821"
"10292","Colus gracilis","138899"
"10293","Colus islandicus","138902"
"10294","Colus jeffreysianus","138903"
"10295","Dendronotus frondosus","139523"
"10296","Facelina auriculata","153375"
"10297","Philine aperta","-999"
"10298","Pleurobranchus membranaceus","140820"
"10299","Scaphander lignarius","139488"
"10300","Trivia arctica","141741"
"10301","Gastropoda","101"
"10302","Alectryonella plicatula","506699"
"10303","Ostrea angasi","397159"
"10304","Ostrea atherstonei","224651"
"10305","Ostrea chilensis","397160"
"10306","Ostrea denselamellosa","397162"
"10307","Ostrea edulis","-999"
"10308","Ostrea lurida","542155"
"10309","Ostrea puelchana","397163"
"10310","Ostrea angelica","542013"
"10311","Ostrea conchaphila","397161"
"10312","Ostrea equestris","156924"
"10313","Saccostrea kegaki","506737"
"10314","Saccostrea malabonensis","506731"
"10315","Saccostrea mordax","819190"
"10316","Saccostrea palmula","506729"
"10317","Saccostrea cuccullata","181316"
"10318","Saccostrea glomerata","397183"
"10319","Saccostrea echinata","506736"
"10320","Dendostrea folium","506716"
"10321","Dendostrea frons","420779"
"10322","Striostrea margaritacea","224641"
"10323","Striostrea prismatica","506739"
"10324","Striostrea denticulata","506738"
"10325","Lopha cristagalli","216638"
"10326","Crassostrea rhizophorae","420777"
"10327","Crassostrea virginica","140657"
"10328","Crassostrea ariakensis","397053"
"10329","Crassostrea gryphoides","1036422"
"10330","Crassostrea madrasensis","819168"
"10331","Crassostrea iredalei","819169"
"10332","Crassostrea belcheri","506702"
"10333","Crassostrea corteziensis","605704"
"10334","Crassostrea rivularis","233548"
"10335","Crassostrea columbiensis","506703"
"10336","Crassostrea tulipa","506706"
"10337","Crassostrea sikamea","397061"
"10338","Undulostrea megodon","506742"
"10339","Ostreola stentina","140659"
"10340","Magallana gigas","836033"
"10341","Ostreidae","215"
"10342","Hyotissa hyotis","216636"
"10343","Hyotissa fisheri","506692"
"10344","Neopycnodonte cochlear","140048"
"10345","Anomia ephippium","138748"
"10346","Anomia peruviana","504259"
"10347","Pododesmus cepio","600577"
"10348","Pododesmus patelliformis","138751"
"10349","Isognomon alatus","420736"
"10350","Isognomon recognitus","507052"
"10351","Isognomon janus","507054"
"10352","Isognomon ephippium","208462"
"10353","Isognomon isognomum","208468"
"10354","Isognomon perna","-999"
"10355","Malleus regula","-999"
"10356","Malleus albus","507057"
"10357","Malleus malleus","507055"
"10358","Spondylus americanus","-999"
"10359","Spondylus gaederopus","141549"
"10360","Spondylus ictericus","420773"
"10361","Spondylus calcifer","543661"
"10362","Spondylus princeps","-999"
"10363","Spondylus squamosus","207885"
"10364","Spondylus barbatus","207850"
"10365","Spondylus butleri","506964"
"10366","Spondylus imperialis","506942"
"10367","Spondylus versicolor","207866"
"10368","Euciroa galatheae","-999"
"10369","Mytilus unguiculatus","541675"
"10370","Mytilus californianus","367837"
"10371","Mytilus chilensis","397041"
"10372","Mytilus edulis","140480"
"10373","Mytilus desolationis","506162"
"10374","Mytilus trossulus","140482"
"10375","Mytilus platensis","506158"
"10376","Mytilus galloprovincialis","140481"
"10377","Mytilus planulatus","506160"
"10378","Mytella guyanensis","533145"
"10379","Mytella strigata","1458663"
"10380","Mytella speciosa","506152"
"10381","Arcuatula arcuatula","505953"
"10382","Geukensia demissa","156859"
"10383","Ischadium recurvum","156861"
"10384","Lithophaga lithophaga","140459"
"10385","Lithophaga attenuata","545959"
"10386","Lithophaga teres","208435"
"10387","Musculista senhousia","140470"
"10388","Septifer bilocularis","216632"
"10389","Stavelia subdistorta","506190"
"10390","Choromytilus chorus","506001"
"10391","Choromytilus meridionalis","224609"
"10392","Choromytilus palliopunctatus","506000"
"10393","Modiolus auriculatus","140463"
"10394","Modiolus barbatus","140464"
"10395","Modiolus kurilensis","541262"
"10396","Modiolus metcalfei","214961"
"10397","Modiolus modiolus","140467"
"10398","Modiolus philippinarum","214951"
"10399","Modiolus capax","506104"
"10400","Modiolus americanus","420705"
"10401","Modiolus eiseni","506125"
"10402","Modiolus rectus","506105"
"10403","Modiolus nitens","225602"
"10404","Modiolus squamosus","420706"
"10405","Modiolus adriaticus","140462"
"10406","Modiolus aratus","214949"
"10407","Perna perna","140483"
"10408","Perna viridis","367822"
"10409","Perna canaliculus","397169"
"10410","Perna indica","542623"
"10411","Perna picta","216630"
"10412","Aulacomya ater","224604"
"10413","Brachidontes purpuratus","505994"
"10414","Brachidontes rodriguezii","367978"
"10415","Semimytilus algosus","224601"
"10416","Musculus discors","140472"
"10417","Mytilidae","211"
"10418","Aequipecten tehuelchus","394229"
"10419","Aequipecten opercularis","140687"
"10420","Adamussium colbecki","197021"
"10421","Pecten albicans","393865"
"10422","Pecten modestus","-999"
"10423","Pecten sinensis","393902"
"10424","Pecten berryi","-999"
"10425","Pecten diegensis","394090"
"10426","Pecten sericeus","605759"
"10427","Pecten vogdesi","394082"
"10428","Pecten maximus","140712"
"10429","Pecten sulcicostatus","214919"
"10430","Pecten jacobaeus","394429"
"10431","Pecten novaezelandiae","393937"
"10432","Pecten fumatus","393904"
"10433","Amusium japonicum","394347"
"10434","Amusium pleuronectes","215388"
"10435","Amusium papyraceum","766475"
"10436","Equichlamys bifrons","391844"
"10437","Flexopecten glaber","236720"
"10438","Flexopecten proteus","606411"
"10439","Flexopecten flexuosus","225259"
"10440","Hinnites giganteus","718257"
"10441","Lyropecten subnodosus","820164"
"10442","Lyropecten nodosus","225589"
"10443","Swiftopecten swiftii","393354"
"10444","Placopecten magellanicus","156972"
"10445","Gloripallium pallium","215389"
"10446","Manupecten pesfelis","225645"
"10447","Pseudamussium clavatum","140716"
"10448","Pseudamussium peslutrae","140717"
"10449","Argopecten gibbus","394271"
"10450","Argopecten irradians","156817"
"10451","Argopecten purpuratus","394269"
"10452","Argopecten ventricosus","394270"
"10453","Chlamys islandica","140692"
"10454","Chlamys farreri","1468835"
"10455","Chlamys hastata","367964"
"10456","Chlamys rubida","254460"
"10457","Chlamys senatoria","207817"
"10458","Chlamys multistriata","146808"
"10459","Chlamys squamata","207843"
"10460","Decatopecten amiculum","394350"
"10461","Decatopecten radula","394351"
"10462","Annachlamys flabellata","393954"
"10463","Bractechlamys vexillum","394391"
"10464","Minnivola pyxidata","393971"
"10465","Volachlamys singaporina","394326"
"10466","Patinopecten caurinus","393720"
"10467","Zygochlamys delicatula","393701"
"10468","Zygochlamys patagonica","236717"
"10469","Mimachlamys varia","236719"
"10470","Mimachlamys crassicostata","393729"
"10471","Mizuhopecten yessoensis","393716"
"10472","Palliolum tigerinum","140710"
"10473","Delectopecten vitreus","140702"
"10474","Pectinidae","213"
"10475","Lima lima","140233"
"10476","Lima vulgaris","-999"
"10477","Limaria tuberculata","140236"
"10478","Limaria hians","140235"
"10479","Acesta rathbuni","505414"
"10480","Acesta maui","457862"
"10481","Ctenoides scabra","505429"
"10482","Atrina fragilis","146524"
"10483","Atrina pectinata","140779"
"10484","Atrina maura","507064"
"10485","Atrina tuberculosa","507065"
"10486","Atrina vexillum","216652"
"10487","Atrina chautardi","224536"
"10488","Pinna nobilis","140780"
"10489","Pinna rugosa","507084"
"10490","Pinna bicolor","207896"
"10491","Pinna muricata","-999"
"10492","Pinna rudis","-999"
"10493","Glauconome virens","507446"
"10494","Chama buddiana","504773"
"10495","Chama lazarus","-999"
"10496","Chama pacifica","139120"
"10497","Chama savignyi","538731"
"10498","Glossus humanus","140023"
"10499","Arca avellana","215248"
"10500","Arca imbricata","-999"
"10501","Arca noae","138788"
"10502","Arca pacifica","504372"
"10503","Arca ventricosa","215229"
"10504","Arca zebra","-999"
"10505","Arca navicularis","215228"
"10506","Barbatia barbata","138793"
"10507","Barbatia foliata","207774"
"10508","Barbatia fusca","207767"
"10509","Barbatia lurida","504385"
"10510","Senilia senilis","225173"
"10511","Scapharca brasiliana","420722"
"10512","Scapharca chemnitzii","420723"
"10513","Scapharca globosa","546018"
"10514","Scapharca broughtonii","591364"
"10515","Scapharca subcrenata","743344"
"10516","Scapharca cornea","397066"
"10517","Scapharca pilula","758929"
"10518","Trisidos semitorta","504474"
"10519","Trisidos tortuosa","504475"
"10520","Anadara antiquata","207754"
"10521","Anadara corbuloides","138783"
"10522","Anadara gibbosa","504350"
"10523","Anadara ferruginea","504349"
"10524","Anadara grandis","600539"
"10525","Anadara mazatlanica","504320"
"10526","Anadara multicostata","582483"
"10527","Anadara reinharti","504328"
"10528","Anadara tuberculosa","504313"
"10529","Anadara notabilis","420712"
"10530","Anadara similis","504295"
"10531","Anadara senegalensis","504316"
"10532","Anadara ovalis","156733"
"10533","Anadara inaequivalvis","138785"
"10534","Tegillarca granosa","504471"
"10535","Arctica islandica","138802"
"10536","Chamelea gallina","141907"
"10537","Chamelea striatula","141908"
"10538","Ameghinomya antiqua","507438"
"10539","Venerupis corrugata","-999"
"10540","Amiantis purpurata","507440"
"10541","Anomalocardia brasiliana","420930"
"10542","Anomalocardia squamosa","715157"
"10543","Callista chione","141906"
"10544","Chione cancellata","397040"
"10545","Chione paphia","988018"
"10546","Chione stutchburyi","1469598"
"10547","Chione californiensis","507499"
"10548","Chione undatella","507502"
"10549","Chione compta","507500"
"10550","Circomphalus rosalina","446833"
"10551","Eumarcia paupercula","224885"
"10552","Eurhomalea exalbida","507644"
"10553","Eurhomalea rufa","507645"
"10554","Gafrarium dispar","208527"
"10555","Gafrarium divaricatum","362562"
"10556","Gafrarium tumidum","208528"
"10557","Gafrarium pectinatum","-999"
"10558","Gomphina aequilatera","507673"
"10559","Katelysia hiantina","1308871"
"10560","Katelysia japonica","1486429"
"10561","Katelysia marmorata","817040"
"10562","Lioconcha castrensis","216577"
"10563","Lioconcha ornata","-999"
"10564","Macrocallista maculata","420944"
"10565","Macrocallista nimbosa","420945"
"10566","Marcia opima","507769"
"10567","Marcia flammea","714809"
"10568","Meretrix lusoria","397139"
"10569","Meretrix meretrix","224891"
"10570","Meretrix casta","507778"
"10571","Meretrix lyrata","507776"
"10572","Meretrix petechialis","397140"
"10573","Megapitaria aurantiaca","714775"
"10574","Megapitaria squalida","714777"
"10575","Periglypta listeri","420947"
"10576","Periglypta puerpera","590802"
"10577","Periglypta multicostata","708830"
"10578","Periglypta clathrata","207748"
"10579","Periglypta reticulata","714811"
"10580","Ruditapes decussatus","231749"
"10581","Ruditapes philippinarum","231750"
"10582","Ruditapes variegatus","826409"
"10583","Pitar dione","420951"
"10584","Pitar fulminatus","420952"
"10585","Pitar rostratus","533304"
"10586","Pitar citrinus","507842"
"10587","Pitar pellucidus","507843"
"10588","Pitar rudis","141926"
"10589","Pitar tumens","225550"
"10590","Placamen tiara","-999"
"10591","Tapes dorsatus","826414"
"10592","Tapes literatus","215828"
"10593","Tapes belcheri","507908"
"10594","Tawera gayi","826898"
"10595","Tivela lessonii","507950"
"10596","Tivela mactroides","420964"
"10597","Tivela stultorum","367761"
"10598","Tivela ventricosa","1290650"
"10599","Tivela byronensis","507955"
"10600","Tivela planulata","507948"
"10601","Tivela tripla","225609"
"10602","Venus verrucosa","141936"
"10603","Venus foliaceolamellosa","224548"
"10604","Venus nux","141935"
"10605","Venus casina","141934"
"10606","Circe scripta","-999"
"10607","Cyclina sinensis","367957"
"10608","Sunetta menstrualis","507899"
"10609","Sunetta truncata","215822"
"10610","Saxidomus giganteus","367779"
"10611","Saxidomus nuttalli","367778"
"10612","Saxidomus purpurata","582808"
"10613","Paphia gallus","542357"
"10614","Paphia textile","214508"
"10615","Paphia semirugata","-999"
"10616","Protothaca staminea","546006"
"10617","Protothaca asperrima","367814"
"10618","Protothaca tenerrima","582807"
"10619","Mercenaria mercenaria","141919"
"10620","Mercenaria campechiensis","422678"
"10621","Dosinia orbignyi","507554"
"10622","Dosinia dunkeri","507571"
"10623","Dosinia japonica","507589"
"10624","Dosinia ponderosa","507563"
"10625","Dosinia exoleta","141911"
"10626","Dosinia lupinus","141912"
"10627","Transennella pannosa","507968"
"10628","Polititapes durus","507876"
"10629","Polititapes aureus","246150"
"10630","Polititapes rhomboides","745846"
"10631","Leukoma asperrima","507734"
"10632","Leukoma thaca","507747"
"10633","Mactromeris polynyma","156863"
"10634","Turtonia minuta","141875"
"10635","Paratapes undulatus","863082"
"10636","Timoclea ovata","141929"
"10637","Veneridae","243"
"10638","Eastonia rugosa","140293"
"10639","Lutraria lutraria","-999"
"10640","Lutraria angustior","140294"
"10641","Lutraria oblonga","152852"
"10642","Lutraria elongata","-999"
"10643","Lutraria maxima","-999"
"10644","Rangia cuneata","156991"
"10645","Rangia mendica","505755"
"10646","Tresus capax","367776"
"10647","Tresus keenae","505781"
"10648","Tresus nuttallii","505780"
"10649","Meropesta capillacea","505736"
"10650","Mactrellona alata","505717"
"10651","Mactra chinensis","367847"
"10652","Mactra cuneata","-999"
"10653","Mactra discors","397132"
"10654","Mactra veneriformis","-999"
"10655","Mactra iheringi","816079"
"10656","Mactra glabrata","-999"
"10657","Mactra isabelleana","540692"
"10658","Mactra lilacea","181350"
"10659","Mactra luzonica","-999"
"10660","Mactra maculata","505685"
"10661","Mactra mera","540724"
"10662","Mactra murchisoni","-999"
"10663","Mactra petitii","540753"
"10664","Mactra achatina","216451"
"10665","Mactra violacea","505686"
"10666","Mactra stultorum","140299"
"10667","Mactra glauca","140297"
"10668","Mactra largillierti","225600"
"10669","Mactra nitida","-999"
"10670","Mactra rostrata","-999"
"10671","Mactra californica","-999"
"10672","Mactra velata","540843"
"10673","Spisula solidissima","156996"
"10674","Spisula polynyma","254465"
"10675","Spisula solida","140301"
"10676","Spisula subtruncata","140302"
"10677","Spisula elliptica","140300"
"10678","Mulinia cleryana","505740"
"10679","Mulinia edulis","505741"
"10680","Darina rustica","505659"
"10681","Mactrotoma antecedens","505726"
"10682","Mactridae","230"
"10683","Glycymeris gigantea","504514"
"10684","Glycymeris glycymeris","140025"
"10685","Glycymeris maculata","504494"
"10686","Glycymeris ovata","504506"
"10687","Glycymeris pilosa","156105"
"10688","Glycymeris reevei","-999"
"10689","Glycymeris undata","-999"
"10690","Glycymeris violacescens","140026"
"10691","Glycymeris bimaculata","140024"
"10692","Glycymeris scripta","181279"
"10693","Glycymeris stellata","504496"
"10694","Glycymeris longior","504499"
"10695","Tucetona pectunculus","504547"
"10696","Tucetona strigilata","504544"
"10697","Galatea paradoxa","494749"
"10698","Donax asper","494693"
"10699","Donax californicus","494696"
"10700","Donax carinatus","494697"
"10701","Donax cuneatus","216498"
"10702","Donax denticulatus","420902"
"10703","Donax dentifer","494703"
"10704","Donax faba","216485"
"10705","Donax gracilis","494708"
"10706","Donax hanleyanus","494710"
"10707","Donax incarnatus","216497"
"10708","Donax peruvianus","689243"
"10709","Donax punctatostriatus","494720"
"10710","Donax rugosus","224557"
"10711","Donax scortum","494725"
"10712","Donax semistriatus","-999"
"10713","Donax striatus","494732"
"10714","Donax trunculus","139602"
"10715","Donax vittatus","139604"
"10716","Donax deltoides","494701"
"10717","Donax gouldii","494707"
"10718","Donax variegatus","152220"
"10719","Donax venustus","139603"
"10720","Donax pulchellus","225488"
"10721","Iphigenia brasiliana","582793"
"10722","Iphigenia altior","494753"
"10723","Iphigenia laevigata","225450"
"10724","Iphigenia rostrata","225625"
"10725","Pharella acutidens","413602"
"10726","Pharella javanica","413603"
"10727","Solen cylindraceus","413346"
"10728","Solen marginatus","-999"
"10729","Solen gordonis","413500"
"10730","Solen capensis","224822"
"10731","Solen kempi","413503"
"10732","Solen malaccensis","413513"
"10733","Solen roseomaculatus","216476"
"10734","Solen rudis","-999"
"10735","Solen strictus","367772"
"10736","Solen rostriformis","413508"
"10737","Solen grandis","367773"
"10738","Solen lamarckii","-999"
"10739","Solen guineensis","1646528"
"10740","Ensis magnus","160539"
"10741","Ensis leei","876640"
"10742","Ensis ensis","140733"
"10743","Ensis macha","413610"
"10744","Ensis siliqua","140735"
"10745","Ensis goreensis","225605"
"10746","Siliqua patula","536684"
"10747","Siliqua alta","413689"
"10748","Siliqua radiata","413615"
"10749","Cultellus tenuis","225290"
"10750","Solenidae","233"
"10751","Mya arenaria","140430"
"10752","Mya truncata","140431"
"10753","Hiatella arctica","140103"
"10754","Panopea generosa","545994"
"10755","Panopea glycimeris","140106"
"10756","Panopea zelandica","505403"
"10757","Cyrtodaria siliqua","140102"
"10758","Hemidonax donaciformis","505392"
"10759","Fimbria fimbriata","464161"
"10760","Fimbria soverbii","527763"
"10761","Acanthocardia aculeata","138990"
"10762","Acanthocardia echinata","138992"
"10763","Acanthocardia paucicostata","138993"
"10764","Acanthocardia spinosa","138994"
"10765","Acanthocardia tuberculata","381057"
"10766","Cerastoderma glaucum","-999"
"10767","Cerastoderma edule","138998"
"10768","Cardium costatum","224543"
"10769","Cardium ringens","-999"
"10770","Clinocardium nuttallii","381980"
"10771","Dinocardium robustum","156843"
"10772","Fulvia mutica","605735"
"10773","Fulvia papyracea","567641"
"10774","Laevicardium crassum","139004"
"10775","Laevicardium elatum","381709"
"10776","Laevicardium oblongum","139006"
"10777","Laevicardium laevigatum","420848"
"10778","Monodacna colorata","381900"
"10779","Trachycardium consors","519470"
"10780","Trachycardium egmontianum","519471"
"10781","Trachycardium isocardia","519472"
"10782","Trachycardium muricatum","216409"
"10783","Trachycardium panamense","519473"
"10784","Trachycardium procerum","519474"
"10785","Trachycardium quadragenarium","582753"
"10786","Trachycardium rubicundum","224811"
"10787","Trachycardium angulatum","759592"
"10788","Trachycardium orbita","759597"
"10789","Trachycardium subrugosum","216408"
"10790","Fragum fragum","207666"
"10791","Fragum hemicardium","759574"
"10792","Fragum unedo","381510"
"10793","Americardia media","420847"
"10794","Corculum cardissa","216387"
"10795","Plagiocardium pseudolatum","759591"
"10796","Vepricardium asiaticum","381086"
"10797","Vepricardium sinense","381157"
"10798","Serripes groenlandicus","582749"
"10799","Ciliatocardium ciliatum","139000"
"10800","Papyridea soleniformis","225385"
"10801","Cardiidae","229"
"10802","Atactodea striata","140349"
"10803","Paphies australis","505806"
"10804","Donacilla cornea","140350"
"10805","Mesodesma donacium","367843"
"10806","Mesodesma mactroides","540991"
"10807","Tridacna gigas","207670"
"10808","Tridacna derasa","382205"
"10809","Tridacna squamosa","207674"
"10810","Tridacna crocea","207673"
"10811","Tridacna maxima","207675"
"10812","Hippopus hippopus","216411"
"10813","Hippopus porcellanus","382152"
"10814","Laternula elliptica","197217"
"10815","Laternula truncata","769066"
"10816","Limopsis marionensis","197236"
"10817","Anodontia edentula","-999"
"10818","Codakia orbicularis","420787"
"10819","Codakia tigerina","215835"
"10820","Codakia interrupta","215840"
"10821","Codakia punctata","215837"
"10822","Austriella corrugata","464091"
"10823","Epicodakia bella","814951"
"10824","Loripes orbiculatus","875379"
"10825","Lucinoma borealis","140283"
"10826","Lucina pensylvanica","420791"
"10827","Phacoides pectinatus","420800"
"10828","Malletia gigantea","506212"
"10829","Carditamera floridana","420832"
"10830","Cardites antiquatus","504869"
"10831","Cardites tankervillei","225640"
"10832","Cardites bicolor","504868"
"10833","Cyclocardia astartoides","197132"
"10834","Cardiocardita ajar","225631"
"10835","Beguina semiorbiculata","504841"
