"specie_name","specie_code"
"Anotopterus vorax","234827"
"Pseudotrichonotus altivelis","282480"
"Harpadon nehereus","217661"
"Bathysaurus ferox","126369"
"Bathysaurus mollis","126370"
"Synodus evermanni","272124"
"Synodus lucioceps","272132"
"Synodus saurus","126372"
"Synodus variegatus","217670"
"Synodus synodus","126373"
"Synodus dermatogenys","217667"
"Synodus macrops","217666"
"Synodus jaculum","217673"
"Synodus foetens","158758"
"Synodus intermedius","158759"
"Trachinocephalus myops","158884"
"Saurida tumbil","217663"
"Saurida brasiliensis","158756"
"Saurida undosquamis","126371"
"Saurida gracilis","217662"
"Saurida longimanus","217665"
"Saurida nebulosa","217664"
"Saurida elongata","272109"
"Synodontidae","125449"
"Ancharius brevibarbis","1532438"
"Ariopsis assimilis","308392"
"Ariopsis seemanni","293653"
"Ariopsis guatemalensis","293651"
"Batrachocephalus mino","279878"
"Cathorops fuerthii","280043"
"Cathorops spixii","280049"
"Cathorops mapale","280046"
"Cephalocassis melanochir","280075"
"Arius dussumieri","214566"
"Arius jella","275575"
"Arius arius","275569"
"Arius manillensis","275580"
"Arius sona","308496"
"Arius leptaspis","308461"
"Arius nasutus","308471"
"Arius gigas","275573"
"Arius platystomus","308484"
"Arius heudelotii","275574"
"Arius latiscutatus","275576"
"Arius venosus","214564"
"Arius maculatus","275578"
"Arius sagor","308491"
"Arius felis","158711"
"Arius parkii","275583"
"Arius madagascariensis","214565"
"Arius africanus","214562"
"Cinetodus froggatti","280189"
"Cochlefelis danielsi","280229"
"Doiichthys novaeguineae","317792"
"Genidens genidens","280826"
"Ketengus typus","281222"
"Nedystoma dayi","1019816"
"Tachysurus nenga","311235"
"Tetranesodon conorhynchus","321832"
"Bagre marinus","158713"
"Bagre panamensis","275588"
"Bagre pinnimaculatus","275589"
"Bagre bagre","275587"
"Galeichthys peruvianus","277553"
"Galeichthys feliceps","217654"
"Hemipimelodus bicolor","314576"
"Netuma barba","315025"
"Netuma thalassina","281745"
"Netuma bilineata","281743"
"Osteogeneiosus militaris","281947"
"Notarius grandicassis","281766"
"Notarius troschelii","293654"
"Notarius bonillai","1014484"
"Amphiarius rugispinis","279587"
"Amphiarius phrygiatus","279586"
"Aspistor quadriscutis","279757"
"Sciades dowii","282694"
"Sciades herzbergii","282697"
"Sciades passany","282700"
"Sciades couma","282693"
"Sciades parkeri","712442"
"Sciades proops","282702"
"Plicofollis layardi","1043427"
"Plicofollis polystaphylodon","282300"
"Neoarius midgleyi","281675"
"Nemapteryx caelatus","1577989"
"Carlarius heudelotii","712438"
"Ariidae","154659"
"Cnidoglanis macrocephalus","280227"
"Euristhmus lepturus","280754"
"Plotosus canius","278694"
"Plotosus lineatus","-999"
"Plotosus papuensis","1017816"
"Plotosus nkunga","217656"
"Plotosus limbatus","217660"
"Paraplotosus albilabris","282097"
"Anarchias allardicei","217464"
"Gymnothorax meleagris","217503"
"Gymnothorax mareei","271847"
"Gymnothorax rueppelliae","217477"
"Gymnothorax dovii","271831"
"Gymnothorax funebris","158583"
"Gymnothorax mordax","271856"
"Gymnothorax moringa","158584"
"Gymnothorax ocellatus","271865"
"Gymnothorax porphyreus","271872"
"Gymnothorax flavimarginatus","217495"
"Gymnothorax undulatus","217508"
"Gymnothorax vicinus","126302"
"Gymnothorax pseudothyrsoideus","271878"
"Gymnothorax maderensis","126299"
"Gymnothorax polygonius","126300"
"Gymnothorax unicolor","126301"
"Gymnothorax afer","271813"
"Gymnothorax bacalladoi","271822"
"Gymnothorax kidako","271843"
"Gymnothorax phasmatodes","217504"
"Gymnothorax nudivomer","217488"
"Gymnothorax favagineus","217509"
"Gymnothorax equatorialis","271832"
"Gymnothorax phalarus","271868"
"Gymnothorax miliaris","271852"
"Gymnothorax conspersus","158582"
"Channomuraena vittata","217466"
"Muraena helena","126303"
"Muraena pavonina","271902"
"Muraena retifera","158586"
"Muraena robusta","271903"
"Muraena argus","271896"
"Muraena lentiginosa","271900"
"Muraena melanotis","271901"
"Muraena australiae","271897"
"Muraena clepsydra","271898"
"Muraena augusti","299565"
"Cirrimaxilla formosa","280199"
"Enchelycore bayeri","217473"
"Enchelycore pardalis","217472"
"Enchelycore anatina","126298"
"Enchelycore nigricans","271808"
"Enchelynassa canina","217475"
"Gymnomuraena zebra","217476"
"Gymnotus pantherinus","1526070"
"Echidna catenata","278676"
"Echidna nebulosa","217469"
"Echidna polyzona","217467"
"Echidna peli","278679"
"Monopenchelys acuta","277933"
"Pseudechidna brummeri","217528"
"Rhinomuraena quaesita","217529"
"Siderea thyrsoidea","311404"
"Siderea picta","217535"
"Strophidon sathete","217536"
"Thyrsoidea macrura","217537"
"Uropterygius macrocephalus","212037"
"Uropterygius wheeleri","277956"
"Muraenidae","125431"
"Panturichthys isognathus","271795"
"Panturichthys longus","271796"
"Panturichthys mauritanicus","126294"
"Pythonichthys sanguineus","282527"
"Pythonichthys macrurus","282525"
"Pythonichthys microphthalmus","282526"
"Heterenchelyidae","125429"
"Neoconger tuberculatus","275440"
"Moringua edwardsi","158578"
"Moringuidae","151813"
"Ophichthus ophis","126315"
"Ophichthus regius","271975"
"Ophichthus rufus","126316"
"Ophichthus remiger","271976"
"Ophichthus gomesii","271955"
"Ophichthus apicalis","217588"
"Ophichthus zophochir","271991"
"Ophichthus frontalis","271952"
"Ophisurus serpens","126317"
"Ophisurus macrorhynchus","299789"
"Xyrias revulsus","217598"
"Scytalichthys miurus","282734"
"Schultzidia johnstonensis","217596"
"Schismorhynchus labialis","217595"
"Quassiremus polyclitellum","282535"
"Phaenomonas cooperae","217591"
"Paraletharchus pacificus","282062"
"Pisodonophis boro","217593"
"Pisodonophis cancrivorus","217594"
"Pisodonophis semicinctus","126318"
"Pisodonophis hoeveni","271996"
"Neenchelys daedalus","281644"
"Mystriophis porphyreus","314972"
"Mystriophis crosnieri","281611"
"Mystriophis rostellatus","281612"
"Myrophis punctatus","158643"
"Myrophis plumbeus","275495"
"Muraenichthys gymnotus","217573"
"Muraenichthys schultzei","217574"
"Malvoliophis pinguis","281516"
"Leuropharus lasiops","281346"
"Leptenchelys vermiformis","281311"
"Leiuranus semicinctus","217572"
"Lamnostoma polyophthalma","277380"
"Lamnostoma orientalis","1621414"
"Ichthyapus acuticeps","217568"
"Herpetoichthys fossatus","281051"
"Hemerorhinus opici","281009"
"Caecula pterygera","280010"
"Gordiichthys irretitus","275479"
"Evips percinctus","280764"
"Ethadophis byrnei","280721"
"Ethadophis epinepheli","280722"
"Elapsopis versicolor","280628"
"Echiophis punctifer","158610"
"Echiophis creutzbergi","275476"
"Echiophis brunneus","275475"
"Echelus myrus","126314"
"Echelus pachyrhynchus","271935"
"Dalophis obtusirostris","271934"
"Dalophis boulengeri","271931"
"Dalophis cephalopeltis","271932"
"Dalophis multidentatus","271933"
"Dalophis imberbis","126313"
"Pseudomyrophis atlanticus","282452"
"Cirricaecula johnsoni","280196"
"Caralophia loxochila","280037"
"Letharchus velifer","158633"
"Myrichthys aki","308294"
"Myrichthys pardalis","275488"
"Callechelys catostomus","399925"
"Callechelys guineensis","275468"
"Callechelys leucoptera","275469"
"Brachysomophis crocodilinus","217560"
"Brachysomophis atlanticus","279124"
"Apterichtus kendalli","158598"
"Apterichtus gracilis","271925"
"Apterichtus monodi","271928"
"Aprognathodon platyventris","279670"
"Aplatophis chauliodus","279644"
"Ahlia egmontis","158595"
"Bascanichthys bascanoides","275450"
"Bascanichthys ceciliae","275451"
"Cirrhimuraena inhacae","217567"
"Phyllophichthus xenodontus","217592"
"Ophichthidae","125434"
"Chilorhinus platyrhynchus","280151"
"Chlopsis dentatus","221382"
"Chlopsis olokun","271717"
"Kaupichthys hyoproroides","158576"
"Hirundichthys speculiger","126387"
"Aulichthys japonicus","279833"
"Aulorhynchus flavidus","279839"
"Eurypegasus draconis","218161"
"Pegasus volitans","218163"
"Hypoptychus dybowskii","281124"
"Aulostomus strigosus","278081"
"Fistularia corneta","276231"
"Fistularia tabacaria","159440"
"Fistularia commersonii","217966"
"Fistularia petimba","159439"
"Centriscus cristatus","-999"
"Centriscus scutatus","217970"
"Aeoliscus punctulatus","217967"
"Solenostomus cyanopterus","217977"
"Solenostomus paradoxus","217976"
"Anarchopterus criniger","279603"
"Apterygocampus epinnulatus","279671"
"Syngnathus acus","127387"
"Syngnathus typhle","127393"
"Syngnathus abaster","127386"
"Syngnathus phlegon","127388"
"Syngnathus rostellatus","127389"
"Syngnathus schmidti","127390"
"Syngnathus taenionotus","127391"
"Syngnathus tenuirostris","127392"
"Syngnathus variegatus","127394"
"Bhanotia fasciolata","279908"
"Hippocampus fuscus","212230"
"Hippocampus hippocampus","127380"
"Hippocampus guttulatus","154776"
"Hippocampus comes","275191"
"Hippocampus algiricus","275184"
"Hippocampus kuda","212237"
"Hippocampus trimaculatus","212232"
"Hippocampus histrix","212239"
"Nerophis maculatus","127384"
"Nerophis ophidion","127385"
"Nerophis lumbriciformis","127383"
"Doryichthys boaja","1026993"
"Choeroichthys brachysoma","217986"
"Stigmatopora argus","282892"
"Syngnathoides biaculeatus","218035"
"Solegnathus dunckeri","278075"
"Acentronura australe","276232"
"Acentronura tentaculata","217979"
"Phyllopteryx taeniolatus","282254"
"Phycodurus eques","282248"
"Bryx analicarens","217982"
"Bulbonaricus brauni","278086"
"Campichthys galei","278557"
"Corythoichthys flavofasciatus","217992"
"Corythoichthys haematopterus","217991"
"Cosmocampus arctus","293571"
"Cosmocampus retropinnis","278065"
"Cosmocampus investigatoris","278062"
"Entelurus aequoreus","127379"
"Doryrhamphus baldwini","279101"
"Doryrhamphus excisus","218002"
"Enneacampus kaupi","280676"
"Festucalex erythraeus","218008"
"Festucalex wassi","279036"
"Filicampus tigris","280779"
"Halicampus brocki","277188"
"Haliichthys taeniophorus","280982"
"Heraldia nocturna","281046"
"Hippichthys cyanospilus","218015"
"Hippichthys penicillus","277114"
"Histiogamphelus cristatus","281079"
"Hypselognathus horridus","281126"
"Ichthyocampus carce","281144"
"Kaupus costatus","281217"
"Kimblaeus bassensis","281223"
"Leptoichthys fistularius","281317"
"Leptonotus blainvilleanus","281324"
"Lissocampus bannwarthi","281375"
"Maroubra yasudai","281524"
"Micrognathus andersonii","218018"
"Microphis argulus","218024"
"Microphis brachyurus","159448"
"Minyichthys myersi","218027"
"Mitotichthys mollisoni","281582"
"Nannocampus elegans","218029"
"Notiocampus ruber","281774"
"Penetopteryx nanus","278462"
"Phoxocampus belcheri","218031"
"Pseudophallus starksii","1026989"
"Pugnaso curtirostris","282513"
"Siokunichthys bentuviai","218033"
"Stipecampus cristatus","282895"
"Trachyrhamphus bicoarctatus","218045"
"Urocampus carinirostris","283090"
"Vanacampus margaritifer","283127"
"Syngnathidae","125606"
"Disparichthys fluviatilis","1488259"
"Echiodon cryomargarites","234602"
"Echiodon drummondii","126663"
"Encheliophis boraborensis","217830"
"Eurypleuron owasianum","217831"
"Onuxodon fowleri","217833"
"Pyramodon punctatus","217835"
"Snyderidia bothrops","315653"
"Carapus acus","126661"
"Carapidae","125504"
"Bidenichthys capensis","220356"
"Brosmodorsalis persicinus","279998"
"Brotulina erythrea","316746"
"Calamopteryx goslinei","280019"
"Dermatopsis macrodon","280509"
"Dermatopsoides kasougae","220360"
"Diancistrus longifilis","280534"
"Dinematichthys dasyrhynchus","278040"
"Dinematichthys iluocoeteoides","209277"
"Dipulus caecus","280555"
"Grammonoides opisthodon","220363"
"Grammonus ater","126658"
"Grammonus diagrammus","272770"
"Gunterichthys longipenis","280948"
"Lucifuga dentatus","1419791"
"Monothrix mizolepis","281592"
"Ogilbia cayorum","281844"
"Stygnobrotula latebricola","282910"
"Holocentrus adscensionis","159378"
"Holocentrus rufus","276189"
"Myripristis jacobus","159385"
"Myripristis murdjan","217925"
"Myripristis berndti","217927"
"Myripristis kuntee","217915"
"Myripristis botche","217922"
"Myripristis chryseres","217920"
"Myripristis hexagona","217928"
"Myripristis vittata","217924"
"Neoniphon argenteus","217931"
"Neoniphon sammara","159393"
"Neoniphon marianus","276205"
"Ostichthys acanthorhinus","217936"
"Ostichthys japonicus","276207"
"Ostichthys kaianus","217934"
"Plectrypops lima","217937"
"Pristilepis oligolepis","217938"
"Sargocentron caudimaculatum","217940"
"Sargocentron spiniferum","217950"
"Sargocentron diadema","217947"
"Sargocentron hastatum","272211"
"Sargocentron rubrum","126400"
"Sargocentron violaceum","217943"
"Sargocentron suborbitalis","272219"
"Holocentridae","125458"
"Mugil bananensis","273647"
"Mugil cephalus","126983"
"Mugil liza","273655"
"Mugil curema","159416"
"Mugil incilis","273654"
"Mugil trichodon","273660"
"Mugil soiuy","248046"
"Mugil capurrii","126982"
"Chelon bispinosus","273634"
"Chelon labrosus","126977"
"Chelon parsia","1020319"
"Chelon planiceps","712750"
"Chelon macrolepis","303794"
"Chelon auratus","1044127"
"Chelon ramada","1042830"
"Aldrichetta forsteri","279546"
"Agonostomus telfairii","218876"
"Agonostomus monticola","159413"
"Agonostomus catalai","218877"
"Cestraeus oxyrhynchus","314039"
"Cestraeus goldiei","280088"
"Cestraeus plicatilis","280090"
"Joturus pichardi","281205"
"Crenimugil heterocheilus","307441"
"Crenimugil crenilabis","151498"
"Liza richardsonii","218883"
"Liza tricuspidens","218882"
"Liza saliens","126981"
"Liza grandisquamis","273640"
"Liza dumerili","218885"
"Liza vaigiensis","218879"
"Liza klunzingeri","273641"
"Liza falcipinnis","273639"
"Liza abu","273636"
"Liza alata","218880"
"Liza persicus","273644"
"Liza haematocheilus","713433"
"Moolgarda pedaraki","218891"
"Rhinomugil corsula","282586"
"Chaenomugil proboscideus","280101"
"Myxus elongatus","276971"
"Neomyxus leuciscus","281693"
"Oedalechilus labeo","126984"
"Oedalechilus labiosus","218898"
"Valamugil cunnesius","218903"
"Valamugil seheli","218905"
"Valamugil speigleri","278820"
"Sicamugil hamiltonii","992586"
"Xenomugil thoburni","283187"
"Paramugil parmatus","398552"
"Planiliza melinopterus","1043425"
"Planiliza parsia","1509460"
"Planiliza subviridis","1043426"
"Mugilidae","125546"
"Dipterygonotus balteatus","219997"
"Gymnocaesio gymnoptera","219998"
"Pterocaesio chrysozona","213662"
"Pterocaesio digramma","213657"
"Pterocaesio pisang","213658"
"Pterocaesio tessellata","278945"
"Pterocaesio capricornis","213660"
"Pterocaesio tile","213656"
"Caesio caerulaurea","219995"
"Caesio cuning","278536"
"Caesio varilineata","219988"
"Caesio lunaris","219991"
"Caesio suevica","219993"
"Caesio teres","219996"
"Caesio xanthonota","219994"
"Caesionidae","151454"
"Centropomus unionensis","280069"
"Centropomus armatus","280059"
"Centropomus ensiferus","280060"
"Centropomus medius","280061"
"Centropomus nigrescens","280063"
"Centropomus parallelus","280064"
"Centropomus pectinatus","280065"
"Centropomus robalito","280067"
"Centropomus undecimalis","280068"
"Centropomus viridis","280070"
"Centropomus mexicanus","280062"
"Hypopterus macropterus","281123"
"Psammoperca waigiensis","282395"
"Aethaloperca rogaa","218168"
"Anyperodon leucogrammicus","212549"
"Aporops bilinearis","218170"
"Aulacocephalus temmincki","218171"
"Bathyanthias mexicanus","279868"
"Belonoperca chabanaudi","218173"
"Caesioperca lepidoptera","280011"
"Caesioscorpis theagenes","280013"
"Caprodon longimanus","280030"
"Chelidoperca hirundinacea","277020"
"Cratinus agassizii","280421"
"Diploprion bifasciatum","277235"
"Ellerkeldia jamesoni","317837"
"Epinephelides armatus","280694"
"Mycteroperca bonaci","159231"
"Mycteroperca acutirostris","273876"
"Mycteroperca jordani","273879"
"Mycteroperca microlepis","273880"
"Mycteroperca cidi","273877"
"Mycteroperca phenax","159233"
"Mycteroperca rubra","127039"
"Mycteroperca tigris","273884"
"Mycteroperca venenosa","273885"
"Mycteroperca xenarcha","273886"
"Mycteroperca fusca","127038"
"Mycteroperca interstitialis","273878"
"Mycteroperca rosacea","273883"
"Epinephelus marginatus","127036"
"Epinephelus aeneus","127032"
"Epinephelus undulosus","-999"
"Epinephelus akaara","273833"
"Epinephelus diacanthus","218236"
"Epinephelus lanceolatus","218224"
"Epinephelus maculatus","273860"
"Epinephelus merra","218228"
"Epinephelus septemfasciatus","273866"
"Epinephelus sexfasciatus","273867"
"Epinephelus stoliczkae","218225"
"Epinephelus tauvina","218205"
"Epinephelus striatus","159222"
"Epinephelus adscensionis","159351"
"Epinephelus analogus","273835"
"Epinephelus drummondhayi","273848"
"Epinephelus guttatus","159352"
"Epinephelus labriformis","273858"
"Epinephelus morio","159354"
"Epinephelus mystacinus","273861"
"Epinephelus quernus","273865"
"Epinephelus caninus","127033"
"Epinephelus fasciatus","218207"
"Epinephelus goreensis","273854"
"Epinephelus morrhua","218201"
"Epinephelus albomarginatus","-999"
"Epinephelus andersoni","218254"
"Epinephelus areolatus","218204"
"Epinephelus itajara","159353"
"Epinephelus malabaricus","218206"
"Epinephelus rivulatus","218216"
"Epinephelus flavocaeruleus","218203"
"Epinephelus amblycephalus","273834"
"Epinephelus awoara","273836"
"Epinephelus bleekeri","273838"
"Epinephelus bruneus","273840"
"Epinephelus chlorostigma","218199"
"Epinephelus cifuentesi","273842"
"Epinephelus coioides","218200"
"Epinephelus costae","127034"
"Epinephelus cyanopodus","273845"
"Epinephelus daemelii","273846"
"Epinephelus fasciatomaculosus","273852"
"Epinephelus heniochus","273855"
"Epinephelus hexagonatus","218232"
"Epinephelus latifasciatus","218214"
"Epinephelus macrospilos","218202"
"Epinephelus magniscuttis","218235"
"Epinephelus polyphekadion","218197"
"Epinephelus quoyanus","218252"
"Epinephelus stictus","273869"
"Epinephelus trimaculatus","273872"
"Epinephelus caeruleopunctatus","218213"
"Epinephelus fuscoguttatus","218218"
"Epinephelus irroratus","273857"
"Epinephelus miliaris","218211"
"Epinephelus multinotatus","218237"
"Epinephelus poecilonotus","218250"
"Epinephelus retouti","218253"
"Epinephelus tuamotuensis","273874"
"Epinephelus tukula","218246"
"Epinephelus epistictus","218210"
"Epinephelus polylepis","218234"
"Epinephelus summana","218238"
"Epinephelus radiatus","218222"
"Epinephelus posteli","218231"
"Epinephelus faveatus","218219"
"Epinephelus longispinis","218221"
"Epinephelus spilotoceps","218244"
"Epinephelus melanostigma","218242"
"Epinephelus chabaudi","218226"
"Epinephelus quinquefasciatus","304761"
"Serranus cabrilla","127041"
"Serranus scriba","127043"
"Serranus hepatus","127042"
"Serranus atrobranchus","273891"
"Serranus psittacinus","273904"
"Serranus subligarius","159236"
"Serranus atricauda","127040"
"Serranus accraensis","273887"
"Serranus africanus","273889"
"Serranus huascarii","273898"
"Giganthias immaculatus","280837"
"Grammistes sexlineatus","211864"
"Grammistops ocellatus","218256"
"Hemanthias aureorubens","159224"
"Hemanthias signifer","275931"
"Hemanthias peruanus","275930"
"Hypoplectrodes huntii","281106"
"Jeboehlkia gladifer","281197"
"Lepidoperca pulchella","281303"
"Liopropoma africanum","218258"
"Liopropoma eukrines","159230"
"Luzonichthys earlei","276712"
"Mirolabrichthys flavoguttatus","312505"
"Anthias anthias","127031"
"Anthias noeli","273828"
"Centropristis striata","159348"
"Centropristis philadelphica","159347"
"Alphestes afer","279567"
"Alphestes multiguttatus","279569"
"Alphestes immaculatus","279568"
"Othos dentex","281948"
"Cephalopholis cruentata","279146"
"Cephalopholis fulva","279148"
"Cephalopholis argus","218174"
"Cephalopholis sonnerati","218183"
"Cephalopholis taeniops","279154"
"Cephalopholis nigri","279151"
"Cephalopholis cyanostigma","279147"
"Cephalopholis hemistiktos","218188"
"Cephalopholis microprion","279150"
"Cephalopholis miniata","218184"
"Cephalopholis sexmaculata","218189"
"Cephalopholis aurantia","218177"
"Cephalopholis igarashiensis","279149"
"Cephalopholis spiloparaea","218180"
"Cephalopholis urodeta","218181"
"Cephalopholis boenak","218182"
"Cephalopholis leopardus","218185"
"Cephalopholis nigripinnis","313075"
"Cephalopholis formosa","218190"
"Cephalopholis polleni","218175"
"Cromileptes altivelis","218193"
"Odontanthias flagris","311419"
"Odontanthias borbonius","311418"
"Dermatolepis dermatolepis","276919"
"Dermatolepis striolata","218195"
"Dermatolepis inermis","276920"
"Diplectrum formosum","159350"
"Diplectrum macropoma","276181"
"Diplectrum maximum","276182"
"Diplectrum pacificum","276183"
"Diplectrum radiale","276184"
"Diplectrum labarum","276180"
"Diplectrum euryplectrum","276179"
"Dules auriga","310626"
"Planctanthias longifilis","282269"
"Gonioplectrus hispanus","280924"
"Paranthias furcifer","282084"
"Paranthias colonus","282083"
"Plectropomus maculatus","218267"
"Plectropomus areolatus","218263"
"Plectropomus laevis","218260"
"Plectropomus leopardus","218261"
"Plectropomus pessuliferus","218265"
"Plectropomus punctatus","218268"
"Plectropomus oligacanthus","277891"
"Rypticus saponaceus","275963"
"Rypticus subbifrenatus","275964"
"Pronotogrammus eos","282364"
"Pseudanthias bimaculatus","218274"
"Pseudanthias fasciata","310727"
"Pseudanthias parvirostris","218280"
"Pseudanthias squamipinnis","218278"
"Pseudanthias townsendi","277484"
"Rabaulichthys altipinnis","278029"
"Rainfordia opercularis","282545"
"Sacura boulengeri","277200"
"Saloptia powelli","282656"
"Schultzea beta","282691"
"Selenanthias analis","282746"
"Serraniculus pumilio","282762"
"Serranocirrhitus latus","282763"
"Triso dermopterus","283058"
"Tosana niwae","283010"
"Acanthistius brasilianus","278720"
"Acanthistius sebastoides","218166"
"Acanthistius patachonicus","278725"
"Tosanoides filamentosus","283011"
"Hypoplectrus chlorurus","281113"
"Hypoplectrus unicolor","281121"
"Hypoplectrus nigricans","281118"
"Nemanthias carberryi","209205"
"Pogonoperca punctata","218270"
"Niphon spinosus","281758"
"Trachypoma macracanthus","283033"
"Paralabrax nebulifer","282059"
"Paralabrax maculatofasciatus","282058"
"Paralabrax clathratus","282054"
"Paralabrax albomaculatus","282051"
"Paralabrax humeralis","282056"
"Paralabrax callaensis","282053"
"Paralabrax loro","282057"
"Pseudogramma gregoryi","278293"
"Plectranthias altipinnatus","278997"
"Gracila albomarginata","218255"
"Variola louti","218304"
"Variola albimarginata","218305"
"Hyporthodus ergastularius","475076"
"Hyporthodus mystacinus","475099"
"Hyporthodus niphobles","475078"
"Hyporthodus acanthistius","475097"
"Hyporthodus flavolimbatus","475077"
"Hyporthodus niveatus","475101"
"Hyporthodus nigritus","475100"
"Hyporthodus haifensis","712594"
"Hyporthodus octofasciatus","475079"
"Meganthias natalensis","398477"
"Hemilutjanus macrophthalmos","281028"
"Serranidae","125561"
"Glaucosoma hebraicum","279190"
"Glaucosoma scapulare","279192"
"Lagusia micracanthus","281268"
"Mesopristes argenteus","279088"
"Mesopristes elongatus","218348"
"Pelsartia humeralis","282189"
"Rhynchopelates oxyrhynchus","282610"
"Terapon jarbua","218350"
"Terapon puta","127078"
"Terapon theraps","218349"
"Pelates quadrilineatus","127077"
"Terapontidae","125568"
"Stereolepis gigas","282884"
"Dicentrarchus punctatus","126976"
"Dicentrarchus labrax","126975"
"Acanthoclinus fuscus","279470"
"Acanthoplesiops hiatti","276756"
"Assessor flavissimus","279761"
"Beliops xanthokrossos","279886"
"Belonepterygion fasciolatum","279890"
"Calloplesiops altivelis","218340"
"Fraudella carassiops","280800"
"Paraplesiops bleekeri","282086"
"Steeneichthys plesiopsus","282876"
"Trachinops brauni","283029"
"Kuhlia sandvicensis","278250"
"Heteropriacanthus cruentatus","127004"
"Pristigenys meyeri","276036"
"Pristigenys niphonia","218366"
"Pristigenys alta","159295"
"Priacanthus tayenus","273768"
"Priacanthus arenatus","127005"
"Priacanthus macracanthus","273765"
"Priacanthus hamrur","218360"
"Priacanthus blochii","218361"
"Cookeolus japonicus","127003"
"Priacanthidae","125555"
"Apogon semilineatus","273097"
"Apogon imberbis","273021"
"Apogon coccineus","209326"
"Apogon truncatus","273110"
"Apogon nigripes","209339"
"Apogonichthys perdix","209383"
"Archamia zosterophora","279052"
"Archamia fucata","209392"
"Astrapogon alutus","279772"
"Cheilodipterus alleni","278889"
"Cheilodipterus arabicus","278890"
"Cheilodipterus macrodon","209373"
"Cheilodipterus novemstriatus","209374"
"Cheilodipterus persicus","278896"
"Coranthus polyacanthus","209296"
"Foa brachygramma","209399"
"Fowleria aurita","209401"
"Fowleria vaiulae","209402"
"Fowleria variegata","209403"
"Glossamia gjellerupi","1015987"
"Gymnapogon africanus","209302"
"Holapogon maximus","281082"
"Lachneratus phasmaticus","218368"
"Mionorus bombonensis","713305"
"Neamia octospina","209404"
"Phaeoptyx conklini","282226"
"Pseudamia zonata","276899"
"Pseudamia tarri","209299"
"Pseudamiops gracilicauda","209301"
"Pterapogon kauderni","282494"
"Rhabdamia gracilis","209406"
"Rhabdamia cypselurus","209407"
"Siphamia versicolor","277710"
"Sphaeramia nematoptera","278349"
"Vincentia chrysura","283152"
"Apogonichthyoides nigripinnis","209390"
"Apogonichthyoides pseudotaeniatus","475091"
"Apogonichthyoides taeniatus","209391"
"Jaydia queketti","209280"
"Pristiapogon kallopterus","712696"
"Pristiapogon fraenatus","209369"
"Ostorhinchus aureus","712648"
"Ostorhinchus fasciatus","712656"
"Ostorhinchus cookii","712654"
"Ostorhinchus cyanosoma","319876"
"Ostorhinchus fleurieu","319878"
"Ostorhinchus gularis","712660"
"Apogonidae","125518"
"Sillaginodes punctata","315631"
"Sillaginopsis panijus","282792"
"Sillago maculata","273947"
"Sillago sihama","127046"
"Sillago ciliata","273939"
"Sillago flindersi","273940"
"Sillago arabica","273932"
"Sillago attenuata","273935"
"Sillago chondropus","218371"
"Sillago japonica","273944"
"Sillaginidae","125563"
"Hoplolatilus chlupatyi","278087"
"Hoplolatilus starcki","278094"
"Malacanthus brevirostris","218378"
"Malacanthus plumieri","277261"
"Anisochromis kenyae","218309"
"Blennodesmus scapularis","279919"
"Chlidichthys bibulus","218312"
"Congrogadus amplimaculatus","280375"
"Cypho purpurascens","280467"
"Halidesmus coccus","277229"
"Halimuraena hexagonata","218317"
"Halimuraenoides isostigma","218320"
"Haliophis aethiopus","278482"
"Labracinus cyclophthalmus","281242"
"Natalichthys leptus","218322"
"Pseudochromis aldabraensis","218333"
"Pseudochromis olivaceus","218332"
"Pseudochromis caudalis","278167"
"Pseudochromis dutoiti","218328"
"Pseudochromis linda","278183"
"Pseudochromis nigrovittatus","218330"
"Pseudochromis persicus","278194"
"Pseudoplesiops howensis","276902"
"Rusichthys plesiomorphus","218338"
"Nematistius pectoralis","281664"
"Banjos banjos","279860"
"Mene maculata","218450"
"Arripis georgianus","279692"
"Arripis trutta","279693"
"Emmelichthyops atlanticus","280669"
"Lutjanus argentimaculatus","218498"
"Lutjanus decussatus","276530"
"Lutjanus erythropterus","276534"
"Lutjanus fulviflamma","218490"
"Lutjanus fulvus","218475"
"Lutjanus johnii","218496"
"Lutjanus lutjanus","218495"
"Lutjanus monostigma","218474"
"Lutjanus rivulatus","218494"
"Lutjanus malabaricus","218481"
"Lutjanus sebae","218499"
"Lutjanus vitta","218483"
"Lutjanus analis","159792"
"Lutjanus apodus","159793"
"Lutjanus aratus","276523"
"Lutjanus argentiventris","276524"
"Lutjanus purpureus","276547"
"Lutjanus buccanella","159794"
"Lutjanus campechanus","159795"
"Lutjanus colorado","276529"
"Lutjanus cyanopterus","159796"
"Lutjanus griseus","159797"
"Lutjanus guttatus","276539"
"Lutjanus jocu","159798"
"Lutjanus mahogoni","159799"
"Lutjanus novemfasciatus","276544"
"Lutjanus synagris","159800"
"Lutjanus vivanus","159801"
"Lutjanus agennes","276520"
"Lutjanus dentatus","276531"
"Lutjanus russelli","218486"
"Lutjanus goreensis","276538"
"Lutjanus bohar","218479"
"Lutjanus gibbus","218480"
"Lutjanus rufolineatus","276548"
"Lutjanus fulgens","276535"
"Lutjanus adetii","276519"
"Lutjanus kasmira","218482"
"Lutjanus lemniscatus","218485"
"Lutjanus timorensis","276551"
"Lutjanus quinquelineatus","218497"
