"specie_name","specie_code"
"Ocypode ryderi","207576"
"Uca tangeri","1424623"
"Ucides cordatus","422170"
"Ucides occidentalis","445001"
"Afruca tangeri","955160"
"Cardisoma armatum","1478169"
"Cardisoma guanhumi","422183"
"Cardisoma carnifex","210291"
"Cardisoma crassum","444442"
"Cardisoma hirtipes","452460"
"Cardisoma rotundum","1474846"
"Gecarcinus planatus","453087"
"Gecarcinus quadratus","444450"
"Gecarcinus malpilensis","453086"
"Gecarcoidea lalandii","217261"
"Dromia erythropus","241022"
"Dromia dormia","209443"
"Dromia personata","107258"
"Lauridromia dehaani","440092"
"Ranina ranina","209574"
"Ethusa ciliatifrons","440433"
"Galene bispinosa","442349"
"Pilumnus hirtellus","-999"
"Cancer amphioetus","452121"
"Cancer irroratus","-999"
"Cancer magister","452271"
"Cancer johngarthi","440379"
"Cancer pagurus","107276"
"Cancer borealis","158056"
"Cancer productus","440382"
"Cancer bellianus","-999"
"Cancer porteri","440381"
"Metacarcinus edwardsii","440386"
"Cancridae","106749"
"Panopeus africanus","-999"
"Carpilius corallinus","422051"
"Carpilius convexus","209150"
"Carpilius maculatus","209151"
"Etisus laevimanus","209115"
"Etisus splendidus","209109"
"Etisus utilis","209119"
"Etisus dentatus","209113"
"Ozius verreauxii","440522"
"Ozius guttatus","209154"
"Ozius tuberculosus","209153"
"Eriphia smithii","440488"
"Eriphia sebana","207602"
"Eriphia verrucosa","-999"
"Atergatopsis signatus","209058"
"Hypothalassia armata","440491"
"Myomenippe hardwickii","440495"
"Myomenippe fornasinii","211055"
"Epixanthus dentatus","209156"
"Homalaspis plana","440523"
"Rhithropanopeus harrisii","107414"
"Menippe mercenaria","422070"
"Menippe nodifrons","241128"
"Menippe frontalis","440492"
"Menippe rumphii","220326"
"Xantho poressa","107442"
"Xantho pilipes","-999"
"Monodaeus couchii","241154"
"Cronius ruber","241109"
"Arenaeus cribrarius","158046"
"Arenaeus mexicanus","442764"
"Charybdis natator","1375261"
"Charybdis affinis","1580326"
"Portunus pelagicus","1061754"
"Portunus gibbesii","1061746"
"Portunus trituberculatus","1061762"
"Portunus hastatus","1061747"
"Portunus sanguinolentus","1061758"
"Portunus asper","1061744"
"Portunus xantusii","1061764"
"Portunus segnis","1061760"
"Podophthalmus vigil","208884"
"Thalamita crenata","208848"
"Thalamita spinimana","442920"
"Bathynectes piperitus","241104"
"Bathynectes maravigna","-999"
"Euphylax dovii","442743"
"Euphylax robustus","442744"
"Macropipus tuberculatus","107397"
"Portumnus latipes","107400"
"Callinectes amnicola","241105"
"Callinectes sapidus","107379"
"Callinectes marginatus","-999"
"Callinectes pallidus","241107"
"Callinectes danae","107378"
"Callinectes toxotes","442769"
"Callinectes bocourti","394860"
"Callinectes exasperatus","422037"
"Callinectes larvatus","422038"
"Callinectes maracaiboensis","452070"
"Callinectes ornatus","158053"
"Callinectes arcuatus","442766"
"Callinectes bellicosus","442767"
"Callinectes similis","158055"
"Callinectes rathbunae","422039"
"Ovalipes punctatus","208761"
"Ovalipes iridescens","442760"
"Carcinus maenas","107381"
"Carcinus aestuarii","107380"
"Scylla serrata","208814"
"Scylla olivacea","442831"
"Scylla paramamosain","442832"
"Scylla tranquebarica","442833"
"Necora puber","-999"
"Liocarcinus corrugatus","107386"
"Liocarcinus depurator","107387"
"Liocarcinus navigator","107392"
"Liocarcinus vernalis","-999"
"Liocarcinus pusillus","107393"
"Liocarcinus marmoreus","107390"
"Liocarcinus holsatus","107388"
"Achelous spinimanus","456069"
"Polybius henslowii","107399"
"Sanquerus validus","442830"
"Portunidae","106763"
"Goniopsis pelii","241197"
"Goniopsis pulchra","444459"
"Grapsus grapsus","422188"
"Grapsus albolineatus","-999"
"Grapsus tenuicrustatus","207529"
"Grapsus adscensionis","241198"
"Pachygrapsus transversus","107457"
"Pachygrapsus marmoratus","107455"
"Sesarma sulcatum","444686"
"Varuna litterata","207551"
"Varuna yui","444833"
"Episesarma versicolor","444517"
"Episesarma mederi","-999"
"Episesarma palawanense","444515"
"Episesarma singaporense","444516"
"Plagusia tuberculata","107460"
"Neosarmatium meinerti","207563"
"Brachynotus sexdentatus","107450"
"Carcinoplax longimanus","-999"
"Goneplax rhomboides","107292"
"Mithrax armatus","442120"
"Maja squinado","107350"
"Maja crispata","107348"
"Maja brachydactyla","107347"
"Maiopsis panamensis","442021"
"Schizophrys aspera","210145"
"Schizophrys dama","442077"
"Maguimithrax spinosissimus","987079"
"Neomaja goltziana","870204"
"Chionoecetes opilio","107315"
"Chionoecetes bairdi","368558"
"Chionoecetes japonicus","442163"
"Jacquinotia edwardsii","442003"
"Majidae","106760"
"Hyas araneus","107322"
"Hyas coarctatus","107323"
"Erimacrus isenbeckii","440405"
"Atelecyclus rotundatus","-999"
"Atelecyclus undecimdentatus","-999"
"Libinia emarginata","158426"
"Chaceon eldorado","442697"
"Chaceon maritae","234117"
"Chaceon macphersoni","442703"
"Chaceon bicolor","442693"
"Chaceon granulatus","442699"
"Chaceon australis","442692"
"Chaceon karubar","442702"
"Chaceon poupini","442708"
"Chaceon affinis","-999"
"Chaceon quinquedens","158407"
"Chaceon notialis","442706"
"Chaceon fenneri","394996"
"Chaceon erytheiae","241100"
"Chaceon chuni","241099"
"Chaceon gordonae","107370"
"Chaceon sanctaehelenae","241102"
"Geryon longipes","107373"
"Geryon trispinosus","107374"
"Geryonidae","-999"
"Plagusia depressa","107459"
"Percnon gibbesi","-999"
"Platymaia turbynei","210258"
"Inachus dorsettensis","107327"
"Inachus leptochirus","107330"
"Macropodia rostrata","-999"
"Macropodia tenuirostris","107346"
"Inachidae","148427"
"Pseudocarcinus gigas","440496"
"Somanniathelphusa sinensis","440817"
"Ebalia tumefacta","107302"
"Ebalia tuberosa","107301"
"Ebalia cranchii","107294"
"Geothelphusa candidiensis","443048"
"Telmessus cheiragonus","254360"
"Corystes cassivelaunus","107277"
"Pirimela denticulata","107278"
"Pisa armata","107353"
"Thia scutellata","107281"
"Brachyura","106673"
"Panulirus longipes","210354"
"Panulirus japonicus","210356"
"Panulirus interruptus","382898"
"Panulirus versicolor","210359"
"Panulirus polyphagus","382902"
"Panulirus ornatus","107706"
"Panulirus regius","107707"
"Panulirus argus","382891"
"Panulirus echinatus","107705"
"Panulirus penicillatus","210358"
"Panulirus laevicauda","382899"
"Panulirus homarus","210355"
"Panulirus inflatus","382897"
"Panulirus cygnus","382893"
"Panulirus gracilis","382895"
"Panulirus guttatus","382896"
"Panulirus marginatus","382900"
"Panulirus pascuensis","382901"
"Panulirus stimpsoni","382903"
"Panulirus albiflagellum","383100"
"Jasus lalandii","246322"
"Jasus frontalis","382880"
"Jasus verreauxi","383121"
"Jasus tristani","246525"
"Jasus edwardsii","382879"
"Jasus novaehollandiae","383084"
"Jasus paulensis","246323"
"Jasus caveorum","382878"
"Justitia japonica","241286"
"Justitia longimanus","421859"
"Justitia mauritiana","220232"
"Justitia chani","383094"
"Justitia vericeli","383095"
"Palinustus mossambicus","210353"
"Palinustus truncatus","382889"
"Palinustus unicornutus","210352"
"Palinustus waguensis","210351"
"Projasus bahamondei","382904"
"Projasus parkeri","246440"
"Palinurus mauritanicus","107704"
"Palinurus elephas","107703"
"Palinurus delagoae","210070"
"Palinurus gilchristi","210074"
"Palinurus charlestoni","241297"
"Linuparus somniosus","210644"
"Linuparus sordidus","382882"
"Linuparus trigonus","210643"
"Puerulus sewelli","220234"
"Puerulus angulatus","241308"
"Puerulus carinatus","220233"
"Puerulus velutinus","382905"
"Palinuridae","106794"
"Thaumastocheles japonicus","382870"
"Thaumastocheles zaleucus","382871"
"Thaumastochelopsis wardi","382873"
"Ibacus alticrenatus","382918"
"Ibacus brevipes","382919"
"Ibacus brucei","382920"
"Ibacus ciliatus","-999"
"Ibacus novemdentatus","210361"
"Ibacus peronii","382923"
"Ibacus pubescens","382924"
"Parribacus antarcticus","210364"
"Parribacus caledonicus","382925"
"Parribacus holthuisi","382926"
"Parribacus japonicus","382927"
"Parribacus perlatus","382928"
"Parribacus scarlatinus","382929"
"Thenus orientalis","210362"
"Thenus indicus","382973"
"Scyllarus batei","210080"
"Scyllarus bertholdii","383173"
"Scyllarus arctus","107709"
"Scyllarus brevicornis","383170"
"Scyllarus martensii","210077"
"Scyllarus pygmaeus","107712"
"Scyllarus rugosus","246456"
"Scyllarides latus","107708"
"Scyllarides aequinoctialis","382909"
"Scyllarides astori","382910"
"Scyllarides brasiliensis","382911"
"Scyllarides deceptor","382912"
"Scyllarides delfosi","246455"
"Scyllarides elisabethae","210086"
"Scyllarides haanii","382913"
"Scyllarides herklotsii","241309"
"Scyllarides nodifer","382914"
"Scyllarides roggeveeni","382916"
"Scyllarides squammosus","210089"
"Scyllarides tridacnophaga","210088"
"Arctides antipodarum","382907"
"Arctides guineensis","382908"
"Arctides regalis","246223"
"Evibacus princeps","382917"
"Scyllaridae","106795"
"Acanthacaris caeca","293250"
"Acanthacaris tenuimana","246160"
"Eunephrops bairdii","382841"
"Eunephrops cadenasi","382842"
"Eunephrops manningi","382843"
"Nephropides caribaeus","382861"
"Nephropsis stewarti","220231"
"Nephropsis acanthura","241293"
"Nephropsis aculeata","382862"
"Nephropsis agassizii","382863"
"Nephropsis atlantica","107255"
"Nephropsis carpenteri","241294"
"Nephropsis ensirostris","246172"
"Nephropsis malhaensis","241295"
"Nephropsis neglecta","382865"
"Nephropsis occidentalis","382866"
"Nephropsis rosea","382867"
"Nephropsis suhmi","241296"
"Nephropsis sulcata","246173"
"Metanephrops mozambicus","241290"
"Metanephrops andamanicus","220230"
"Metanephrops challengeri","382850"
"Metanephrops arafurensis","382845"
"Metanephrops armatus","382846"
"Metanephrops australiensis","382847"
"Metanephrops binghami","382848"
"Metanephrops boschmai","382849"
"Metanephrops formosanus","382851"
"Metanephrops japonicus","382852"
"Metanephrops neptunus","382853"
"Metanephrops rubellus","382854"
"Metanephrops sagamiensis","382855"
"Metanephrops sibogae","382856"
"Metanephrops sinensis","382857"
"Metanephrops thomsoni","382859"
"Metanephrops velutinus","382860"
"Nephrops norvegicus","107254"
"Homarus americanus","156134"
"Homarus capensis","246319"
"Homarus gammarus","107253"
"Thymopides grobovi","382874"
"Thymops birsteini","382876"
"Thymopsis nilenta","382877"
"Nephropidae","106741"
"Stereomastis sculpta","107700"
"Stereomastis suhmi","383000"
"Polycheles typhlops","107696"
"Neoglyphea inopinata","382840"
"Palibythus magnificus","382886"
"Palinurellus gundlachi","382887"
"Palinurellus wieneckii","210069"
"Thalassina anomala","-999"
"Upogebia capensis","246491"
"Upogebia major","367758"
"Upogebia pugettensis","367757"
"Upogebia pusilla","107741"
"Upogebia wuhsienweni","465354"
"Upogebia deltaura","107739"
"Callianassa australiensis","465343"
"Callianassa biffari","465340"
"Callianassa californiensis","465346"
"Callianassa gigas","465348"
"Callianassa japonica","465350"
"Callianassa kraussi","246238"
"Callianassa petalura","465351"
"Callianassa turnerana","246239"
"Gilvossius tyrrhenus","1398927"
"Acanthaxius caespitosa","477480"
"Axiopsis baronai","477507"
"Calocarides quinqueseriatus","246244"
"Neaxius vivesi","477829"
"Enoplometopus daumi","382833"
"Enoplometopus debelius","382834"
"Enoplometopus holthuisi","382836"
"Enoplometopus occidentalis","210068"
"Reptantia","-999"
"Albunea lucasia","467803"
"Lepidopa deamae","467748"
"Petrochirus californiensis","368345"
"Clibanarius panamensis","412065"
"Dardanus arrosor","107197"
"Paguristes eremita","107200"
"Emerita rathbunae","467699"
"Emerita analoga","467695"
"Emerita austroafricana","210318"
"Hippa pacifica","865897"
"Hippa strigillata","467833"
"Hippa ovalis","241284"
"Birgus latro","208668"
"Pleuroncodes planipes","392683"
"Pleuroncodes monodon","392682"
"Munida hispida","392351"
"Munida obesa","392392"
"Munida propinqua","392412"
"Munida refulgens","392424"
"Munida tenella","392459"
"Munida gregaria","392346"
"Munida rugosa","107160"
"Munida sarsi","107163"
"Munida speciosa","107164"
"Munida intermedia","107157"
"Cervimunida johni","392199"
"Galathea nexa","107152"
"Galathea dispersa","107148"
"Galathea strigosa","107155"
"Galathea squamifera","107154"
"Galatheidae","106733"
"Neolithodes asperrimus","240654"
"Neolithodes diomedeae","378126"
"Neolithodes capensis","246171"
"Paralithodes camtschaticus","233889"
"Paralithodes platypus","254493"
"Paralithodes brevipes","254494"
"Lithodes santolla","368559"
"Lithodes murrayi","241288"
"Lithodes maja","107205"
"Lithodes ferox","240655"
"Lithodes confundens","394057"
"Paralomis granulosa","394052"
"Paralomis aculeata","550646"
"Paralomis spinosissima","369208"
"Paralomis formosa","369207"
"Paralomis anamerae","-999"
"Paralomis verrilli","378132"
"Paralomis longipes","550585"
"Lithodidae","106737"
"Diacanthurus rubricatus","366317"
"Pagurus bernhardus","107232"
"Pagurus prideaux","107239"
"Pagurus alatus","107230"
"Pagurus pubescens","107240"
"Anapagurus laevis","-999"
"Anapagurus chiroacanthus","107215"
"Paguridae","106738"
"Sympagurus dimorphus","246465"
"Pisidia longicornis","107188"
"Anomura","106671"
"Penaeus aztecus","395176"
"Penaeus merguiensis","210377"
"Penaeus californiensis","584944"
"Penaeus duorarum","246391"
"Penaeus schmitti","582132"
"Penaeus japonicus","210371"
"Penaeus stylirostris","584982"
"Penaeus vannamei","377748"
"Penaeus monodon","210378"
"Penaeus plebejus","584998"
"Penaeus chinensis","762806"
"Penaeus kerathurus","246388"
"Penaeus marginatus","210376"
"Penaeus brasiliensis","377715"
"Penaeus semisulcatus","107112"
"Penaeus esculentus","377566"
"Penaeus setiferus","762818"
"Penaeus brevirostris","584943"
"Penaeus indicus","210375"
"Penaeus latisulcatus","210372"
"Penaeus occidentalis","584978"
"Penaeus penicillatus","210373"
"Penaeus notialis","246184"
"Penaeus paulensis","762833"
"Penaeus subtilis","762829"
"Penaeus canaliculatus","210380"
"Penaeus longistylus","584995"
"Penaeus silasi","584953"
"Macropetasma africana","240661"
"Protrachypene precipua","377569"
"Metapenaeus monoceros","107107"
"Metapenaeus affinis","210397"
"Metapenaeus brevicornis","210396"
"Metapenaeus macleayi","377541"
"Metapenaeus stebbingi","107108"
"Metapenaeus endeavouri","241292"
"Metapenaeus joyneri","377538"
"Metapenaeus dobsoni","210394"
"Metapenaeus ensis","210392"
"Metapenaeus alcocki","210390"
"Metapenaeus bennettae","377533"
"Metapenaeus conjunctus","246343"
"Metapenaeus dalli","377534"
"Metapenaeus demani","377705"
"Metapenaeus eboracensis","377535"
"Metapenaeus elegans","210395"
"Metapenaeus insolitus","377536"
"Metapenaeus intermedius","377537"
"Metapenaeus kutchensis","377540"
"Metapenaeus lysianassa","210398"
"Metapenaeus moyebi","210393"
"Metapenaeus papuensis","377542"
"Metapenaeus tenuipes","377544"
"Metapenaeus anchistus","377532"
"Metapenaeus suluensis","377543"
"Parapenaeus longirostris","107109"
"Parapenaeus australiensis","377559"
"Parapenaeus fissurus","210400"
"Parapenaeus investigatoris","210401"
"Parapenaeus lanceolatus","377560"
"Parapenaeus longipes","210399"
"Parapenaeus sextuberculatus","210402"
"Parapenaeus politus","377562"
"Parapenaeopsis stylifera","210408"
"Parapenaeopsis atlantica","240802"
"Parapenaeopsis acclivirostris","210412"
"Parapenaeopsis arafurica","377547"
"Parapenaeopsis cornuta","210406"
"Parapenaeopsis coromandelica","210411"
"Parapenaeopsis hardwickii","210407"
"Parapenaeopsis maxillipedo","210413"
"Parapenaeopsis nana","377554"
"Parapenaeopsis probata","210405"
"Parapenaeopsis sculptilis","210410"
"Parapenaeopsis tenella","377556"
"Parapenaeopsis uncta","210409"
"Parapenaeopsis gracillima","377551"
"Parapenaeopsis balli","377549"
"Xiphopenaeus kroyeri","377690"
"Xiphopenaeus riveti","585446"
"Trachypenaeus anchoralis","377682"
"Trachypenaeus constrictus","584969"
"Trachypenaeus faoe","377754"
"Trachypenaeus fulvus","585437"
"Trachypenaeus fuscina","377755"
"Trachypenaeus gonospinifer","584984"
"Trachypenaeus granulosus","220278"
"Trachypenaeus similis","595419"
"Trachypenaeus villaluzi","585442"
"Penaeopsis rectacuta","246387"
"Penaeopsis serrata","107111"
"Penaeopsis balssi","210383"
"Penaeopsis eduardoi","377565"
"Metapenaeopsis acclivis","377475"
"Metapenaeopsis andamanensis","377476"
"Metapenaeopsis barbata","241291"
"Metapenaeopsis crassissima","377484"
"Metapenaeopsis dalei","377485"
"Metapenaeopsis goodei","377493"
"Metapenaeopsis hilarula","220269"
"Metapenaeopsis lamellata","377499"
"Metapenaeopsis lata","377500"
"Metapenaeopsis mogiensis","107106"
"Metapenaeopsis novaeguineae","377510"
"Metapenaeopsis palmensis","377511"
"Metapenaeopsis philippii","220272"
"Metapenaeopsis rosea","377520"
"Metapenaeopsis stridulans","220277"
"Metapenaeopsis toloensis","220276"
"Metapenaeopsis wellsi","377531"
"Metapenaeopsis beebei","377479"
"Metapenaeopsis kishinouyei","377497"
"Metapenaeopsis mineri","377509"
"Atypopenaeus formosus","377415"
"Atypopenaeus stenodactylus","220266"
"Artemesia longinaris","246225"
"Trachysalambria curvirostris","107113"
"Holthuispenaeopsis atlantica","584968"
"Penaeidae","106727"
"Aristaeomorpha foliacea","158326"
"Aristaeomorpha woodmasoni","220249"
"Aristeus antennatus","107083"
"Aristeus varidens","234116"
"Aristeus alcocki","220252"
"Aristeus semidentatus","220253"
"Aristeus virilis","220251"
"Aristeus antillensis","158327"
"Aristaeopsis edwardsiana","240796"
"Aristeidae","106725"
"Chlorotocus crassicornis","107642"
"Pandalus hypsinotus","515467"
"Pandalus platyceros","423632"
"Pandalus borealis","107649"
"Pandalus jordani","515469"
"Pandalus montagui","107651"
"Pandalus danae","515462"
"Pandalus goniurus","254483"
"Pandalus kessleri","233336"
"Pandalus nipponensis","515470"
"Pandalus amplus","1337980"
"Heterocarpus reedi","241283"
"Heterocarpus dorsalis","210445"
"Heterocarpus ensifer","107644"
"Heterocarpus gibbosus","210449"
"Heterocarpus laevigatus","107646"
"Heterocarpus sibogae","210444"
"Heterocarpus tricarinatus","210443"
"Heterocarpus vicarius","515438"
"Heterocarpus woodmasoni","210447"
"Heterocarpus hayashii","515431"
"Heterocarpus parvispina","515436"
"Heterocarpus affinis","-999"
"Heterocarpus hostilis","515432"
"Heterocarpus grimaldii","107645"
"Plesionika martia","107661"
"Plesionika edwardsii","107656"
"Plesionika acanthonotus","107654"
"Plesionika alcocki","210440"
"Plesionika antigai","107655"
"Plesionika ensis","107657"
"Plesionika gigliolii","107659"
"Plesionika heterocarpus","107660"
"Plesionika williamsi","107664"
"Plesionika beebei","514367"
"Plesionika carinirostris","515473"
"Plesionika mexicana","515497"
"Plesionika trispinus","515523"
"Plesionika narval","107662"
"Pandalopsis dispar","246375"
"Pandalopsis japonica","515446"
"Pantomus affinis","514363"
"Dichelopandalus bonnieri","107643"
"Parapandalus spinipes","220264"
"Atlantopandalus propinqvus","158351"
"Pandalidae","106789"
"Acetes erythraeus","210649"
"Acetes indicus","210647"
"Acetes japonicus","210646"
"Acetes serrulatus","377411"
"Acetes americanus","158344"
"Acetes australis","585538"
"Acetes chinensis","377409"
"Acetes intermedius","377410"
"Acetes sibogae","210650"
"Acetes vulgaris","377412"
"Lucensosergia lucens","1056503"
"Deosergestes henseni","514121"
"Robustosergia robusta","1056517"
"Sergestidae","106731"
"Microprosthema semilaeve","421659"
"Stenopus hispidus","210370"
"Acanthephyra curtirostris","107579"
"Acanthephyra eximia","564909"
"Hymenodora frontalis","514273"
"Notostomus japonicus","514275"
"Systellaspis braueri","-999"
"Oplophorus spinosus","107602"
"Oplophoridae","106786"
"Nematopalaemon hastatus","240836"
"Nematopalaemon schmitti","514443"
"Nematopalaemon tenuipes","220144"
"Palaemonetes vulgaris","158371"
"Palaemonetes schmitti","587746"
"Palaemon adspersus","107613"
"Palaemon concinnus","220149"
"Palaemon elegans","107614"
"Palaemon gravieri","514449"
"Palaemon longirostris","107615"
"Palaemon macrodactylus","181372"
"Palaemon maculatus","240838"
"Palaemon northropi","421690"
"Palaemon serratus","107616"
"Palaemon ortmanni","514456"
"Palaemon pacificus","220148"
"Palaemon pandaliformis","587678"
"Palaemon serrifer","514465"
"Palaemon xiphias","107617"
"Palaemon hancocki","514451"
"Palaemon ritteri","514462"
"Palaemon hiltoni","932389"
"Palaemon varians","587704"
"Lipkebe holthuisi","421684"
"Palaemonidae","106788"
"Hymenocera picta","210554"
"Benthesicymus tanneri","377425"
"Bentheogennema borealis","377416"
"Glyphocrangon alata","515684"
"Glyphocrangon spinulosa","515719"
"Glyphocrangon sicaria","515716"
"Glyphocrangon vicaria","515722"
"Glyphocrangon lowryi","515703"
"Glyphocrangon dentata","210460"
"Argis lar","254487"
"Crangon affinis","246272"
"Crangon alaskensis","515542"
"Crangon crangon","107552"
"Crangon communis","582126"
"Crangon franciscorum","241261"
"Crangon nigricauda","515551"
"Crangon nigromaculata","515552"
"Crangon septemspinosa","158355"
"Crangon allmanni","107551"
"Pontocaris pennata","220373"
"Pontophilus spinosus","107564"
"Pontophilus norvegicus","107563"
"Sclerocrangon salebrosa","423741"
"Sclerocrangon atrox","515672"
"Paracrangon areolata","515589"
"Metacrangon procax","515575"
"Notocrangon antarcticus","369204"
"Aegaeon lacazei","107549"
"Philocheras trispinosus","107562"
"Crangonidae","106782"
"Sicyonia brevirostris","158342"
"Sicyonia carinata","107114"
"Sicyonia cristata","377626"
"Sicyonia dorsalis","377631"
"Sicyonia galeata","240803"
"Sicyonia ingentis","377635"
"Sicyonia lancifera","211877"
"Sicyonia stimpsoni","377652"
"Sicyonia typica","377654"
"Sicyonia burkenroadi","377625"
"Sicyonia affinis","377621"
"Sicyonia aliaffinis","377622"
"Sicyonia disdorsalis","377628"
"Sicyonia disedwardsi","377629"
"Sicyonia martini","377640"
"Sicyonia mixta","377641"
"Sicyonia penicillata","377649"
"Sicyonia picta","377650"
"Sicyonia disparri","377630"
"Sicyonia laevigata","377637"
"Hadropenaeus lucasii","220283"
"Cryptopenaeus catherinae","246274"
"Pleoticus muelleri","377568"
"Pleoticus robustus","158338"
"Hymenopenaeus aequalis","220290"
"Hymenopenaeus doris","377450"
"Solenocera agassizii","377658"
"Solenocera africana","107118"
"Solenocera choprai","210421"
"Solenocera crassicornis","107119"
"Solenocera florea","377664"
"Solenocera geijskesi","377665"
"Solenocera hextii","210424"
"Solenocera koelbeli","210422"
"Solenocera membranacea","107120"
"Solenocera pectinata","210415"
"Solenocera mutator","377671"
"Solenocera melantho","377669"
"Solenocera alfonso","377718"
"Solenocera alticarinata","210414"
"Solenocera australiana","377661"
"Solenocera halli","377667"
"Solenocera pectinulata","377673"
"Solenocera acuminata","377657"
"Solenocera algoensis","210416"
"Haliporoides triarthrus","220284"
"Haliporoides sibogae","220285"
"Haliporoides diomedeae","241282"
"Solenoceridae","106729"
"Nematocarcinus agassizii","514302"
"Nematocarcinus africanus","240822"
"Lipkius holthuisi","514301"
"Nematocarcinidae","106784"
"Glyphus marsupialis","107668"
"Leptochela gracilis","585680"
"Pasiphaea japonica","514229"
"Pasiphaea multidentata","107676"
"Pasiphaea sivado","107677"
"Pasiphaea tarda","107678"
"Pasiphaea hoplocerca","107674"
"Pasiphaeidae","106790"
"Rhynchocinetes typus","514385"
"Rhynchocinetes durbanensis","212926"
"Campylonotus rathbunae","342627"
"Alpheus bisincisus","210537"
"Alpheus brevicristatus","514838"
"Alpheus digitalis","514862"
"Alpheus euphrosyne","210507"
"Alpheus glaber","107477"
"Alpheus gracilipes","210514"
"Alpheus heterochaelis","158348"
"Alpheus hoplocheles","514892"
"Alpheus japonicus","514899"
"Alpheus spongiarum","210503"
"Alpheus stephensoni","514974"
"Alpheus sublucanus","210515"
"Athanas nitescens","107486"
"Ogyrides orientalis","395012"
"Eualus leptognathus","515229"
"Eualus macilentus","158359"
"Eualus sinensis","515236"
"Eualus pusiolus","107507"
"Exhippolysmata ensirostris","220260"
"Exhippolysmata hastatoides","240875"
"Exhippolysmata oplophoroides","421776"
"Heptacarpus brevirostris","515244"
"Heptacarpus futilirostris","515250"
"Heptacarpus geniculatus","515251"
"Heptacarpus pandaloides","515263"
"Latreutes acicularis","515284"
"Latreutes anoplonyx","515285"
"Latreutes laminirostris","515290"
"Latreutes planirostris","515292"
"Lysmata californica","515363"
"Lysmata seticaudata","107528"
"Lysmata vittata","220261"
"Lysmata amboinensis","241289"
"Lysmata debelius","515365"
"Spirontocaris liljeborgii","107531"
"Spirontocaris spinus","107533"
"Saron neglectus","210451"
"Hippolyte varians","107518"
"Processa canaliculata","107682"
"Processa edulis","107683"
"Processa peruviana","515411"
"Processa hemphilli","421792"
"Natantia","181484"
"Nematoscelis gracilis","221057"
"Nematoscelis megalops","110695"
"Nyctiphanes simplex","237864"
"Nyctiphanes capensis","221058"
"Nyctiphanes australis","237863"
"Nyctiphanes couchii","254316"
"Euphausia superba","236217"
"Euphausia crystallorophias","236216"
"Euphausia frigida","236218"
"Euphausia triacantha","236220"
"Euphausia vallentini","221054"
"Euphausia nana","237859"
"Euphausia pacifica","237851"
"Euphausia lucens","221055"
"Euphausia eximia","237853"
"Euphausia distinguenda","237852"
"Euphausia tenera","221052"
"Euphausia diomedeae","221056"
"Euphausia similis","221048"
"Euphausia lamelligera","237856"
"Euphausia americana","110682"
"Euphausia gibboides","110684"
"Euphausia hanseni","110685"
"Thysanoessa macrura","236219"
"Thysanoessa raschii","110711"
"Thysanoessa inermis","110708"
"Thysanoessa vicina","236221"
"Thysanoessa spinifera","237874"
"Thysanoessa longipes","237873"
"Thysanoessa gregaria","110707"
"Thysanoessa longicaudata","110709"
"Meganyctiphanes norvegica","110690"
"Euphausiacea","1128"
"Artemia salina","480246"
"Artemia franciscana","717572"
"Artemia persimilis","740633"
"Artemia urmiana","740631"
"Artemia sinica","740634"
"Artemia tunisiana","-999"
"Artemiidae","480244"
"Calanus finmarchicus","104464"
"Calanus helgolandicus","104466"
"Calanus glacialis","104465"
"Calanus hyperboreus","104467"
"Centropages hamatus","104496"
"Pseudocalanus elongatus","104515"
"Pseudocalanus minutus","104517"
"Pseudocalanus acuspes","104514"
"Pseudocalanus moultoni","157678"
"Metridia longa","104632"
"Paraeuchaeta barbata","104557"
"Acartia tonsa","104262"
"Acartia (Acartiura) longiremis","346037"
"Acartia (Acartiura) clausi","149755"
"Oithona similis","106656"
"Temora longicornis","104878"
"Lepeophtheirus salmonis","135782"
"Caligus elongatus","-999"
"Copepoda","1080"
"Scalpellidae","106055"
"Lepas anatifera","106149"
"Lepas pectinata","106152"
"Dosima fascicularis","106148"
"Lepadidae","106048"
"Balanus crenatus","106215"
"Balanus balanus","106213"
"Austromegabalanus psittacus","535006"
"Megabalanus tintinnabulum","106225"
"Megabalanus azoricus","106224"
"Bathylasmatidae","106064"
"Pollicipes pollicipes","106177"
"Pollicipes elegans","535328"
"Pollicipes polymerus","535329"
"Semibalanus balanoides","106210"
"Smilium zancleanum","733406"
"Tanaidacea","1133"
"Aega monophthalma","118825"
"Serolis gracilis","258117"
"Antarcturus oryx","257933"
"Arcturides cornutus","259019"
"Euneognathia gigas","174884"
"Jaera albifrons","118715"
"Idotea balthica","119039"
"Idotea pelagica","119050"
"Idotea granulosa","119044"
"Isopoda","1131"
"Eurythenes gryllus","102563"
"Themisto gaudichaudii","325384"
"Themisto libellula","156452"
"Hyperia galba","103251"
"Onisimus litoralis","102646"
"Onisimus glacialis","102644"
"Gammarus setosus","102293"
"Gammarus wilkitzkii","-999"
"Gammarus locusta","102281"
"Gammaracanthus lacustris","489922"
"Apherusa glacialis","102166"
"Eusirus holmii","102200"
"Microdeutopus gryllotalpa","102048"
"Corophium volutator","102101"
"Parajassa pelagica","102440"
"Amphipoda","1135"
"Squilla empusa","-999"
"Squilla mantis","136137"
"Squilla aculeata","409339"
"Squilla biformis","409340"
"Squilla mantoidea","409353"
